en_sentence	fa_sentence	translation	variety	county	orthography	translator
but suddenly he didn't seem to have any insides at all.	ولی در آن لحظه به نظرش رسید که درونش ناگهان خالی شده است.	ولی اون موقع ونه نظر برسیه که ونه دله خالی بیه	Central Mazani	Babol	Farsi	Vol_2	
I am not particularly interested in anyone's opinion,	من که علاقه به دانستن نظر کسی ندارم	من علاقه ندارمه کسیه نظر ره بدونم	Central Mazani	Babol	Farsi	Vol_2	
they would remember him.	به یادشان خواهد ماند.	وشون یاد موندنه	Central Mazani	Babol	Farsi	Vol_2	
turned to walk to the house.	پشت به او کرد تا سمت خانه برود.	وره پشت هکرده تا شه خنه دیم بوره	Central Mazani	Babol	Farsi	Vol_2	
so she resolved to stay and get out of the scrape as she could.	بنابراین تصمیم گرفت که همان جا بایستد و اگر بتواند صدایی شبیه سلام از خود دربیاورد!	همین واسه تصمیم بیته که همونجه هرسه و اگر توننه صدایی شبیه سلام شه جا دربیاره	Central Mazani	Babol	Farsi	Vol_2	
I only wish I could thank you for it.	آرزو دارم بتوانم جبران این محبت شما را بنمایم .	آرزو دارمه بتونم شمه محبت ره جبران هکنم	Central Mazani	Babol	Farsi	Vol_2	
I had no one to write to.	برای که نامه بنویسم	کنه واسه نامه بنویسم	Central Mazani	Babol	Farsi	Vol_2	
there was another loud BANG	صدای بنگ دیگری به گوش رسید	اتا صدای بنگ دیگه به گوش برسیه	Central Mazani	Babol	Farsi	Vol_2	
the men were courteous and tender	مردان هنوز مو دب و نرم بودند	مردوار هنوز مودب و نرم بینه	Central Mazani	Babol	Farsi	Vol_2	
he's not a critic at all.	اصلاً منتقد نیست	اصلا منتقد نیه	Central Mazani	Babol	Farsi	Vol_2	
to join this assembly	که به مجلس بیایید.	که مجلس دله بییه	Central Mazani	Babol	Farsi	Vol_2	
gave him a good blow with the flat side of it	با لبه پهن آن ضربتی محکم بر او زدم	با اونور پهن اتا گت ضربه وره بزومه	Central Mazani	Babol	Farsi	Vol_2	
waiting for the cold to shake her into another form.	منتظر بود تا سرما او را به قالب دیگری تبدیل کند.	منتظر بیه تا سردی وره اتا قالب دیگه در بایره	Central Mazani	Babol	Farsi	Vol_2	
I'll learn you.	خودم یادت می دم.	شه تره یاد دمه	Central Mazani	Babol	Farsi	Vol_2	
he paused, than to have a good sleep.	خواب راحت و خوشی داشته باشیم.	خوب و خش خو داریم	Central Mazani	Babol	Farsi	Vol_2	
I haven't seen it all afternoon.	از بعدازظهر دی گه ندید مش.	بعد از ظهر تا الان دیگه وره ندیمه	Central Mazani	Babol	Farsi	Vol_2	
he must be a man by this time.	بچه آن روز حالا باید مردی باشد.	وچه ازون روز تا الان مرد بیه	Central Mazani	Babol	Farsi	Vol_2	
about half way out of the sea, so that it might yet in great part be buoyed up by its native element.	درد حدود نیمی از آن از دریا بیرون بود به طوری که ممکن بود باز هم قسمت بیشتر آن به واسطه عنصر که از آن تشکیل یافته بود روی آب قرار بگیرد.	حدود نصفه ای ازش که دریو جا بیرون دییه جوری که ممکن بیه ای بیشتر جا به واسطه عنصری که ازش تشکیل پیدا هکرده اوی سر قرار گیرنه	Central Mazani	Babol	Farsi	Vol_2	
I'm trying to stay outside the loop.	سعی من این است که از حلقه بیرون بمانم.	سعی کمه که از حلقه بیرون بمونم	Central Mazani	Babol	Farsi	Vol_2	
I don't think I could stand it.	ولی تاثیری ندا ره.	ولی اثری ندارنه	Central Mazani	Babol	Farsi	Vol_2	
to what temptations he will be exposed!	تا چه اندازه در معرض وسوسه نفس قرار گیرد.	تا چه حدی در معرض وسوه نفس قرار گیرنه	Central Mazani	Babol	Farsi	Vol_2	
I flung myself on my face.	خودم را با صورت روی زمین انداختم.	شه خد ره دیم وری بنه سر دم هدامه	Central Mazani	Babol	Farsi	Vol_2	
the searing, destroying power of such a thought as that	گیرم که طوری دیگری شهادت داده باشد.	فرض کمی اتا جور دیگه شهادت هدا بو	Central Mazani	Babol	Farsi	Vol_2	
his wounded arm forgotten, thoughts of suicide forgotten.	حالا دیگر دست مجروح و فکر خودکشی را از یاد برده بود.	اسا زخم لاش بیی دست و فکر خودکشی ره یاد بکرد بیه	Central Mazani	Babol	Farsi	Vol_2	
after which he went to my master	سپس آن اسب نزد ارباب رفته بود	بعدش اون اسب اراب پلی بورده	Central Mazani	Babol	Farsi	Vol_2	
a feeling akin to remorse fretted him.	احساسی شبیه بیزاری او را در برگرفته بود.	حسی شبیه بیزاری وره دور هکرده	Central Mazani	Babol	Farsi	Vol_2	
I thought I would sail about a little and see the watery part of the world.	اندیشیدم اندکی به کشتی بنشینم و آن قسمت جهان را که آب گرفته به تماشا گیرم	فکر هکردمه اتا کمه کشتی دله هنیشم و آون قسمت از دنیا ره که او بیته تماشا هکنم	Central Mazani	Babol	Farsi	Vol_2	
I don't suppose I should have done so had I not known this legend.	من هم اگر از این داستان خبر نداشتم بعید بود اهمیت بدهم.	من اگر ازین داستان خور هم داشت بوم بعید بیه اهمیت هدم	Central Mazani	Babol	Farsi	Vol_2	
I'm running a fever.	تبم بالا رفته.	مه تو بالا بورده	Central Mazani	Babol	Farsi	Vol_2	
but when he heard that the cardinal was going to pay him a visit this very evening	اما بالاخره چون شنید که کاردینال از وی دیدن خواهد کرد خوشحال و مسرور شد.	سرآخر چون بشتونسه که کاردینال وره وینه خله خشحال بیه	Central Mazani	Babol	Farsi	Vol_2	
begged her to proceed.	خواهش کرد که به حرف خود ادامه دهد.	خواهش هکرده که شه حرف ره ادامه هده	Central Mazani	Babol	Farsi	Vol_2	
I had put my chair away, and was going out of the room	صندلی خود را کنار میز به جای اول گذاشتم و آماده رفتن شدم.	شه صندلی ره میز کنار همون سرگدر قبلی بشتمه و آماده بوردن بیمه	Central Mazani	Babol	Farsi	Vol_2	
flounced out of the shop.	عجولانه از دکان بیرون رفت.	با عجله دکون جا بیرون بورده	Central Mazani	Babol	Farsi	Vol_2	
on purpose, so as to destroy your faith in me completely.	مخصوصا همان داستانی را که تو فراموش کرده بودی نقل کردم تا تو بتوانی کام لا به من ایمان آوری.	مخصوصا همون قصه ای که تو یاد بکرد بیی ره بوتمه تا بتونی کاملا به من ایمان بیاری	Central Mazani	Babol	Farsi	Vol_2	
he liked continuity	تداوم را دوست داشت	دووم بیاردن ره دوست داشته	Central Mazani	Babol	Farsi	Vol_2	
I want to go to the bathroom.	ولی من باید بروم دست شویی.	ولی من ونه بورم دسشویی	Central Mazani	Babol	Farsi	Vol_2	
until at last, one night, came the end.	تا اینکه شبی پایان کار فرارسید.	تا اینکه اتا شو آخر کار برسیه	Central Mazani	Babol	Farsi	Vol_2	
I wanted him dead.	من خواهان مرگ او بودم.	من ونه مرگ ره خاسمه	Central Mazani	Babol	Farsi	Vol_2	
I do not say	من به شما نگفتم	من شما ره نوتمه	Central Mazani	Babol	Farsi	Vol_2	
I hope you find a chair.	بفرمایید بنشیند روی صندلی.	بفرمی صندلی ره هنیش	Central Mazani	Babol	Farsi	Vol_2	
I don't have that much imagination.	من اونقدرا قوهی تخیلم قوی نیست	مه قوه ی تخیل اونقدرا قوی نیه	Central Mazani	Babol	Farsi	Vol_2	
while she toured all the way around him, taking her time and looking.	مری کار سن دور او چرخید و سر فرصت اندامش را برانداز کرد.	مری کار سن ونه دور چرخ هیته و سر وقت داشته ونه تن ره برانداز هکنه	Central Mazani	Babol	Farsi	Vol_2	
making peace before it could turn into a fight.	قبل از اینکه صلح تبدیل به دعوا شود	قبل از اینکه صلح به دعوا تبدیل بووه	Central Mazani	Babol	Farsi	Vol_2	
but as a man now fully devoted to him	بلکه با وی مانند خدمت گذار وفادار خود و کسانی	ولی ونجا مثل اتا کلفت با وفا	Central Mazani	Babol	Farsi	Vol_2	
of which there may be more than two thousand	که شاید بیش از دو هزار تا باشند	بلکوم بیش از دو هزار تا باشه	Central Mazani	Babol	Farsi	Vol_2	
I must hurry you, so that	به هر حال باید تعجیل در این کار کرد	به هر حال این کار دله ونه عجله هکردن	Central Mazani	Babol	Farsi	Vol_2	
of course, one has to say thank you.	معلوم است که آدم باید بیاید و تشکر کند.	معلومه که آدم ونه بیه و خنابدون بووه	Central Mazani	Babol	Farsi	Vol_2	
I'm busy now.	حالا کار دارم.	اسا کار دارمه	Central Mazani	Babol	Farsi	Vol_2	
but now sure of what she must do.	ولی حالا میدانست چه باید بکند.	ولی الان دونسه چیکار ونه هکنه	Central Mazani	Babol	Farsi	Vol_2	
I am a clown, but not so much of one but that I know how to behave to men and to beasts.	من مردی خشنم ولی نه چندان که ندانم با انسان و حیوان چگونه باید رفتار کرد.	من اتا خشن مردی هسمه ولی نه اتنه که ندونم آدم و حیوون جا چجوری رفتار هکنم	Central Mazani	Babol	Farsi	Vol_2	
her eyes filling with tears	اشک چشمانش را پر کرد	ونه چش هسلی مشت بیه	Central Mazani	Babol	Farsi	Vol_2	
I will write, what I enjoy writing	خواهم نوشت آنچه را که دوست دارم بنویسم	هرچی ره مه دوست دارمه نویسمه	Central Mazani	Babol	Farsi	Vol_2	
but you can't expect me to have any manners	ولی نباید از یک هم چین دختری توقع ادب داشته باشید.	ولی نونه از همچین کیجایی ادب انتظار دارین	Central Mazani	Babol	Farsi	Vol_2	
