en_sentence	fa_sentence	translation	variety	county	orthography	translator
but I have a roof over my head, and food and some clothes.	ولی من سقفی روی سرم دارم و غذا و لباسی.	بڵەم م سەقفێ ئەر بان سەرم درم و هواردەمنی و قیرێ دوڵنگ.	Kakavandi	Harsin	Southern Kurdish	MRY	
I speedily found it would be impracticable to retain my charge beside me, as heretofore.	من خیلی زود متوجه شدم که بیش از آن نخواهم توانست کاترین را نزد خود نگه دارم.	ڤە زۊا فەمیم ک هێزداێن مەسوولیەت وژم ڤە لا وژ، تەر قەدیم، قێرممکنە.	Kakavandi	Harsin	Southern Kurdish	MRY	
you may lay to that.	این را خوب به خاطر داشته باش!	مەتۊنین تەک بینێەرن	Kakavandi	Harsin	Southern Kurdish	MRY	
at last he asked him for five pounds.	سرانجام تقاضا کرد پنج لیره بوی قرض بدهد.	ئاخرێ پەنج پوند ئەرن گستێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
if n you don't fight off his power	مگر اینکه با قدرت اون مقابله کنی.	ئەگەر ڤە گەر تۏن ئەو نەجەنگین.	Kakavandi	Harsin	Southern Kurdish	MRY	
I only told you that in the goodness of my heart.	من تنها از راه سادگی و پاک دلی در این خصوص سخن گفتم.	م هەر ڤە ڕۊ دڵپاکی یەمە ئەڕا تو ڤت.	Kakavandi	Harsin	Southern Kurdish	MRY	
I had a great power.	من قدرت بزرگی داشتم.	م هێز کەلنگمەێ داشت.	Kakavandi	Harsin	Southern Kurdish	MRY	
that I bowed down to the ground for that money!	منظور او پولی است که به من داده و موضوع نجات من است.	ک م ئەڕا ئە پۊلە تەزیم مەر زەمین کرد!	Kakavandi	Harsin	Southern Kurdish	MRY	
I longed to see the ocean	من آرزوی دیدن اقیانوس را داشتم	م تامارزووم داشت ئوقیانووس بۊنم.	Kakavandi	Harsin	Southern Kurdish	MRY	
eyes holding mine with such terrible honesty.	چشمانش با صداقت وحشتناکی نگاهم را نگه داشتند.	چەمەلەێ ک ڤە ڕاسی ئەترەشناک سەێر منانە مەکرد.	Kakavandi	Harsin	Southern Kurdish	MRY	
not quite certain.	کاملاً مطمئن نبودم.	ڤە کولیا دڵنیا نیم.	Kakavandi	Harsin	Southern Kurdish	MRY	
let the hen live	من هیچ به مرگ تو راضی نیستم.	بیلا مر زنێ بمینەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
I remembered him forcing himself out of wolf form for me.	زمانی را به یاد آوردم که به خاطر من از حالت گرگ بودنش خارج شد.	کەتەو ڤیرم ک ئەو ئەڕا م وژێ هاڵەت گورگ ئاوردێەێرە.	Kakavandi	Harsin	Southern Kurdish	MRY	
I might not even speak to him.	بدون آن که بتوانم حتی یک کلمه با او حرف بزنم!	هایتر هەر ئەگەرد ئەو گەپ نەم	Kakavandi	Harsin	Southern Kurdish	MRY	
fear you get praying over me.	نبادا به رام دعا کن ین.	بترس ک ئەڕا م دووئا بکەین.	Kakavandi	Harsin	Southern Kurdish	MRY	
when the garden bell rang.	ناگهان زنگ در صدا کرد	هەنێ زەنگ باخچە هەتەو دەنگ	Kakavandi	Harsin	Southern Kurdish	MRY	
or I'll be having another kind of talk with you.	وگرنه به زبان دیگری با تو حرف خواهم زد.	یا جوورێ تر گەپتە گەردە مەم.	Kakavandi	Harsin	Southern Kurdish	MRY	
but taking the offered pen, copied upon the paper, in the proper place	بلکه قلمی را که رو به او گرفته شده به دست گرفت	بڵەم قڵەمێ ک پێشکەش بۊتێە بێن، گرتەێ و ئەر جا دورسەێ ئەر بان قاز نۊسای	Kakavandi	Harsin	Southern Kurdish	MRY	
the courtyard was full of carriages	صحن حیاط پر از کالسکه بود	هەسار پڕ ئەژ کاڵسکە بی	Kakavandi	Harsin	Southern Kurdish	MRY	
I have myheap of old iron at the bottom of the garden.	من یک تل آهن پاره ته باغ دارم.	م کوومەێ ئاسن کۏنە ئەر بن ئە باخچە درم.	Kakavandi	Harsin	Southern Kurdish	MRY	
but made no sign.	اما محلی نگذاشت.	بڵەم هۊچ نیشانێ نیشان نیای.	Kakavandi	Harsin	Southern Kurdish	MRY	
so my conscience was at ease. I came forward.	بنابراین وجدانم راحت است. به حضور والاحضرت رفتم.	سە ڤژدانم ئارام بی. هەتمە نوا.	Kakavandi	Harsin	Southern Kurdish	MRY	
then, hastily concealing it in the bosom of his jacket	بعد آن را زیر پیراهن پشمی ملوانی خود پنهان کرد	دومار ڤە تونا ئەڤە ڤە ژێر ژاکەتەی شاردێا	Kakavandi	Harsin	Southern Kurdish	MRY	
with this booty I made a hasty retreat.	با این غنیمت به عجله راه بازگشت را در پیش گرفتم.	ڤە ئێ قەنیمەتە زۊ پاشەکێشم کرد.	Kakavandi	Harsin	Southern Kurdish	MRY	
at once slipped unnoticed through the door on the right	بدون سر و صدا فوراً از در ورودی به طرف راست پیچید	هرە تونێکا بێ یە ک کەسێ بزانێ ڤە دەر لا ڕاس سوڕ هوردێ و دایەو دەر.	Kakavandi	Harsin	Southern Kurdish	MRY	
quite stupefied and benumbed at finding himself in your magnificent presence.	از اینکه در محضر آسمان جاه شماست با حالی پریشان و منقلب رنگ از رخش پریده و نفسش بند آمده است به نظر عنایت و مرحمت بنگرید و او را با مهر و شفقت به حضور بپذیرید.	هرە کولیا ڤاقپەڕۊتەێ ڤە یە ک وژ ئەر نوا باشکوو جنابالی دیتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
gallantly taking her way unvanquished.	با دلبری تمام او را مغلوب ناشده به در برد.	ڤە نەترسی بێ یە ک بنەێرا ڕێ وژ گرتێە ڤەر.	Kakavandi	Harsin	Southern Kurdish	MRY	
I welcomed the opportunity to examine him at my ease.	از فرصت برای تجسس در قیافه و ظاهر او استقبال کردم.	م ڤە فرسەتێ ک ئەو ڤە خەێال ڕات مێاینە بکەم ئستقباڵم کرد.	Kakavandi	Harsin	Southern Kurdish	MRY	
but she drew him quickly and firmly away.	ولی ان جی او راباجدیت و صلابت ازکنارپنجره دورکرد.	بڵەم ڤە زۊ و ڤە تونێکا دۊر کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
but all the weary submission had gone out of his face.	اما همه آن فروتنی ملالت بار سیمایش را ترک گفته بود.	بڵەم تەمام فرووتەنی شەکەت بار ڤە دەموڕۊا چۊنەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
said the prince, and entered the drawing room	شاهزاده این بگفت و بط رف سالن روان گردید.	شازایە ڤتەێ و ڤارد ئووتاق پەزیرائی بی.	Kakavandi	Harsin	Southern Kurdish	MRY	
then, adjusting his belt, he went into the churchyard.	آنگاه کمربند خود را مرتب کرد و وارد حیاط شد.	دومار کەمەربێنەی دورس کردەێ و چێ ئەر نام هەسار.	Kakavandi	Harsin	Southern Kurdish	MRY	
I told him, that since fortune, whether good or evil, had thrown a vessel in my way	به او گفتم که چون از بخت بد یا نیک زورقی نصیب من شده است برآنم که دل به دریا زنم	ڤە ئەوم ڤت ک چۊن بەخت، چ خاس چ پێس، ی کەشتێئێ نیاسەێ ئەر ڤەر ڕێ م	Kakavandi	Harsin	Southern Kurdish	MRY	
I recalled his singular conduct of yesterday, and really I began to fear his wits were touched.	یاد حرکت دیروزش در موقع رفتن افتادم و یک مرتبه نگران شدم که مبادا واقعاً تعادل عصبی خود را از دست داده باشد.	کەتم‌ئەو ڤیر ڕەفتار ئەجەو دۏنەی و هرە ڕاسیا دەسم کردە ئەترەش ئەڤە ک نەکەێ ئەقلەی مختەلا بۊ.	Kakavandi	Harsin	Southern Kurdish	MRY	
then the revulsion of feeling made him thirsty.	در این موقع بر اثر تغییری که در احساسات او بو جود آمد احساس تشنگی کرد.	دومار بێزاری ئساس تینی کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
feeling a deep excitement that he couldn't explain.	هیجان عمیقی داشت که برایش قابل فهم نبود.	ئساس هەیەجان قۏڵیێ داشتێ ک نمەتۊنست بووشتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
now that we have accompanied him so far on his road home	حالا که ما تا اینجا به همراه او آمدیم	ئیسە ک تا ئیسە ڤە ڕێ ماڵەیا ڤە گەرد بیمنەسەێ	Kakavandi	Harsin	Southern Kurdish	MRY	
made a gesture of refusal with his head and hand and by that gesture	با حرکت منفی سر و دست از این عمل امتناع ورزید.	ڤە سەر و دەس وژ و ئە ئشارە ڕەد کردەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
being admitted, confirmed all that had passed from my arrival at her father's house.	آنچه بر من از آغاز فرود آمدنم به خانه پدرش تا آن هنگام گذشته بود تصدیق کرد.	پەزیڕش، تەمام چێەلێ ک ڤە چین م ڤە ماڵ باوەی چۊئەو سەر تەئید کردێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
that there was something left in me at this time which you could deplore and pity.	با گفتن این راز هنوز چیزی در من به جا مانده که شایستهء دلسوزی و ترحم شما باشد.	ک ڤە ئی ڤەختە چێ ئەر نام م مەنۊ ئەر جا ک هومە تەسوف بەرینان و دڵسووزی بکەینان.	Kakavandi	Harsin	Southern Kurdish	MRY	
the friend whose life was delivered into his!	همچنان که او نیز همهٔ هستی خود را به دست او سپرده است.	هامڕێئێ ک گیان دریاویتە ئە دەس ئەو!	Kakavandi	Harsin	Southern Kurdish	MRY	
I thought I spat on the ground and left him in disgust.	با این همه مشاهده کردم او اصلاح نشدنی است و به مین جهت وی را به حال خود گذاشتم.	فکرم کرد تفم کرد ئەر مل زەمین و ڤە بێزاریا هیشتمەر جا.	Kakavandi	Harsin	Southern Kurdish	MRY	
I glanced hurriedly at the door, like a guilty child.	از ترس اضطراب به طرف در نگاه کردم تا ببینم کسی متوجه من بوده یا نه.	ڤە دڵەڕاوکیا سێر دەرم کرد، جوور ئایل تاونبارێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
I wanted to come straight back to you.	ولی ترجیح دادم که مستقیماً به خانه برگردم.	مەگستم یڕاس بامێ لا تو.	Kakavandi	Harsin	Southern Kurdish	MRY	
and then went away and immediately did the murder.	سپس از اینجا خارج شده و مبادرت به قتل کرده است.	ڤە دومار چێ و زۊ کوشتن ئەنجام دای.	Kakavandi	Harsin	Southern Kurdish	MRY	
that I still waited for him, and that still he did not come out, and lay down again.	باز انتظار کشیدم و باز آن حیوان از بیرون آمدن امتناع ورزید و دوباره در قفس دراز کشید.	ک هالیم چەمەرێ بیمێ و هالیم ئەو دەر نیاویتێ و دوارە درێژ کیشای.	Kakavandi	Harsin	Southern Kurdish	MRY	
as if he had lost the habit of associating place with sound	گویی توانایی ایجاد ارتباط میان مکان و صوت را از دست داده است.	بگر ئادەت پێڤەن داین شوون گەرد دەنگ ئەێ دەس داویتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
he would not relent a moment to keep me out of the grave.	او میل دارد من هر چه زودتر پایم به گور برسد تا آسوده شود.	ئەو گڕیژێ نمووسایا تا م ڤە قەور دۊرا کەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
well, it was him put her up to narking me.	خب در واقع اون بود که آبجی مو وادار کرد رو من جاسوسی کنه.	خوو، ئەو بی ک ئەو مەجبوور کردێ ک م لەۏ بەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
turned a deaf ear to her pleas	گوشش به التماس و درخواست او بدهکار نبود.	ڤە ئلتماسەل ئەو گووش نیای.	Kakavandi	Harsin	Southern Kurdish	MRY	
until he felt the eyes of a white man upon him.	تا این که احساس کرد نگاه یک مرد سفید پوست رویش سنگینیمی کند.	تا یە ک ئساس کردەێ پێا پووس چەرمەێئێ سەێرە مەکیتەێ.	Kakavandi	Harsin	Southern Kurdish	MRY	
he groped his way to the door	در تاریکی شب کورمال کورمال به در نزدیک شد	ئەو هرە هانە ڕێ وژ ڤیرەێ لا درە پێا کردەێ	Kakavandi	Harsin	Southern Kurdish	MRY	
as the people above him gasped	هنگامی که صدای بند آمدن نفس اطرافیانش را شنید	هەنێ ک مەردم بان سەر ئەو هناسەبڕکیان بی	Kakavandi	Harsin	Southern Kurdish	MRY	
though now and again he remembered my existence and flung me a remark at hazard.	گرچه هر گاه و بیگاه نگاهی خیره به من انداخت.	هەرچەن گلەل و گلەل م ماوردێە ڤیرا و م ماشتێە نام دەردسەرا.	Kakavandi	Harsin	Southern Kurdish	MRY	
of widening his horizon until it was identified with hers.	افق دیدش را بگستراند تا جایی که با افق دید خودش یکی شود.	ڤە زێا کردن ئاسووئەی تا هەنێ ک ڤە گەرد ئەو یەکیا بوو.	Kakavandi	Harsin	Southern Kurdish	MRY	
