en_sentence	kmr_sentence	translation	variety	county	orthography	translator	3332
Now there s no way to read us home.	Em êdî nikarin bi xwendinê herin malê.	Nika çareyêk çin o ke ma bi wendişî şirê keye.	Standard		Kurdish	MO	
That s our mean, selfish, vain and angry king.	Ev şahê me yê zalim, xweperest, qure û hêrsok e.	No qralê ma yo zalim, xoperest, qure û hêrsin o.	Standard		Kurdish	MO	
A circle and a circle. A circle and a square. This wiggle and this squiggle. Bow-Wowzer, we are there!	Xelekek û xelekek. Xelekek û çarçikek. Xêzikek û xêzikeka din. Oxx çi xweş! Va em çêbûn!	Yew çember û yew çember. Yew çember û yew çargoşe. Na xete û na xete. Wîy, ma uca de yê!	Standard		Kurdish	MO	
That wasn t very nice Tina.	Ew ne tiştekî xweş bû, Tîna.	No qet weş nêbî Tina.	Standard		Kurdish	MO	
No, we re hot dogs.	Na, em sosîs in.	Ney, ma sosîs ê.	Standard		Kurdish	MO	
BOW-WOWZERRRRRRR!	Cinawir hat!	Cinawir ameee!’!	Standard		Kurdish	MO	
Now where did we put our...	Îcar me biskiwît danîbû ku…	Gelo ma biskuwîtê xo kotî de ronayî...	Standard		Kurdish	MO	
Granny Pug s Guide to AmazingCampsites of The World.	Rêbera Dapîra Pug ya Cihên Herî Baş yên Kampê ye.	’Rayberîya Dapîra Pugî yo Cayanê Kampî yê Ecêban ê Dinya	Standard		Kurdish	MO	
More precious than diamonds.	Tiştekî ji almasan hêjatir heye.	Elmasan ra hîna qiymetdar.	Standard		Kurdish	MO	
Five thousand years before you were born.	Pênc hezar sal berîya ku hûn ji dayîk bûne.	Panc hezar serran verê ke şima ameyî dinya.	Standard		Kurdish	MO	
Fussy eaters, aren t they?	Cira wan çiqas ne xweş e, ne?	Pêkerdiş zehmet o, wina ney?	Standard		Kurdish	MO	
I thought this was a ship Granny.	Min digot qey ev keştî e.	Mi va qey na yew keştî bîye Dapîre.	Standard		Kurdish	MO	
Bow-Wow-Bunga!	Bijî! Pir xweş e!	Huuu- zaf weeeş!	Standard		Kurdish	MO	
This shoe...	Ev pêlav…	No sol...	Standard		Kurdish	MO	
It's play time!	Dema lîstikê ye!	Wextê kayî yo!	Standard		Kurdish	MO	
It was very good Lee and Bella. Wesaw all sorts of things we have never seen before.	Gelekî xweş bû, Lî û Bela. Me gelek tişt diîtin ku me heta niha qet nedîtibûn.	Zaf weş bi Lî û Bela. Ma zaf çîyê cîya-cîyayî dîyî ke ma heta nika qet nêdîbî.	Standard		Kurdish	MO	
But that s wonderful.	Ew tiştekê pir baş e.	La no zaf weş o.	Standard		Kurdish	MO	
Cat Who Is Curious, would you like to join us on our quest?	Pisîka meraqdar, tu dixwazî di vê lêgerînê da alî me bikî?	Pisînga Meraqdar, ti wazena nê cigêrayîşî de ma rê hetkarîye bika?	Standard		Kurdish	MO	
Hello!	Silav!	Merheba!	Standard		Kurdish	MO	
It must have been raining where they went too.	Dîyar e ku wan li wir baraneka baş xwarîye.	Aseno ke cayo ke ê şîyê uca de zî varan varayo.	Standard		Kurdish	MO	
No. That is definitely something. Proceed to panic.	Na. Eev ji sedî sed tiştek e. Xwe bitirsîne.	Ney. No se ra se yew çî yo. Xo Bitersne.	Standard		Kurdish	MO	
Oh. Where has it gone?	Wîîî! Pirtûk çû ku derê?	Oh. kitab şi kotî?	Standard		Kurdish	MO	
Oh good. We love walkies.	Ah baş e. Em ji meşê hez dikin.	Oh weş o. Ma gêrayîşî ra hes kenê.	Standard		Kurdish	MO	
Well I'm sorry Pug. But you could be the first Pug at the North Pole to do something special.	Li min bibore, Pug. Lê tu dikarî bibî yekem Pugê ku li Cemsera Bakur tiştekê taybet kirîye.	wîî, mi ef bikere Pug. La ti eşkenî bibî Pugo verên ke Cemserê Vakurî de yew çîyo taybetî bikero.	Standard		Kurdish	MO	
It's a deal!	Me li hev kir!	Ma pê kerd!	Standard		Kurdish	MO	
Which is why you tried to scare us away.	Lewra te xwast ku em bitirsin û ji vir birevin.	Coka to waşt ke ma bitersne û ma tîya ra biremê.	Standard		Kurdish	MO	
And so are my friends Dog and Pug.	Û ev jî hevalên min Seg û Pug in.	Û wina zî embazê mi Kutik û Pug ê.	Standard		Kurdish	MO	
Mr Wow. Do you know a lot aboutherrings?	Peh Beg. Tu li ser masîyên sêld tiştekî dizanî?	Rêzdar Peh. Ti derheqê maseyê seldî de çîyêk zanî?	Standard		Kurdish	MO	
These big burgers are big!	Ev burger pir mezin in!	Nê burgerê girdî zaf gird ê!	Standard		Kurdish	MO	
Let me in. I want Pigs in Blankets.	Derî vekin! Ez sicûqan dixwazim.	Berî akerê! Ez Sandwîça Xenzîran wazena.	Standard		Kurdish	MO	
Then perhaps you could help us by telling us what to do?	Nexwe belkî tu bikarî ji bo lîstinê alîkarîya me bikî.	O wext belkî ti şenî ma rê vajê ke ma se bikerê?	Standard		Kurdish	MO	
Not the end.	Neqedîyaye.	Nêqedîyayo.	Standard		Kurdish	MO	
Blowing	pifkirin	puf kerdiş	Standard		Kurdish	MO	
Looks like Pug and the Mice aregoing for the Napping in a book shop World Record instead.	Dîyar e ku Pug û Mişk dê rekora cîhanê ya razana li dikana pirtûkfiroşîyê bişikînin.	Aseno ke Pug û Merreyî wazenê Rekorê Dinya yê Kitabxane de Hewna Şîyayîş bişiknê.	Standard		Kurdish	MO	
I'm not scared anymore!	Ez êdî natirsim!	Ez êdî nêtersenaa!	Standard		Kurdish	MO	
And a famous one.	Şovalyeyekê navdar.	Û yewo namdar o.	Standard		Kurdish	MO	
Bow Wowser... they ve gone mouldy!	Li vê ecêb… Wan efnik girtîye!	HELA NA ECÊBE... înan kufik girewto!	Standard		Kurdish	MO	
And... he loves books!	Û… ew ji pirtûkan hez dike!	Û... o kitaban ra hes keno!	Standard		Kurdish	MO	
Oh. That would be wonderful Dog and Pug. She s over there.	Oo. Hûn dê qencîyeka mezin bikin, Seg û Pug. Wa li wir e.	Oh. No do zaf weş bibo Kutik û Pug. A uca de ya.	Standard		Kurdish	MO	
Hello. I am Dog and this is Pug. We seek the Wumpus.	Silav. Ez Seg im û ev jî Pug e. Em li Wumpusî digerin.	Merheba. Ez Kutik a û no zî Pug o. Ma Wumpusî gêrenê.	Standard		Kurdish	MO	
Bow-wowzer! If we turn ourselves into cats we can catch them!	Aqilek hat min! Ku em xwe bikin pisîk, em dikarin wan bigirin!	(nîda) fikrêkê mi est o! eke ma xo bikerê pisîngêk, ma eşkenê înan bitepîşê!	Standard		Kurdish	MO	
I can see her Dog! There s a new shape in the sky.	Ez wê dibînim, Seg! Li asmanan şeklê nû heye.	Ez aye vînena Kutik! asmên de Yew şiklo newe est o.	Standard		Kurdish	MO	
Yes I do Pug. I like your snow penguin too.	Erê, pug . Min berfepenguena te jî eciband.	Eya, Pug. Mi vewrepenguenê to zî ecibna.	Standard		Kurdish	MO	
Someone has done LOTS of inventing.	Yekî li vir gelek tişt îcad kirine.	Kesêkî tîya de zaf çî îcad kerdî.	Standard		Kurdish	MO	
I ve never see somethings like youbefore.	Min heta niha tiştekê wekî we nedîtibû.	Mi heta nika çîyêko sey şima nêdîbî.	Standard		Kurdish	MO	
Slow down! Stop! I can t watch!	Hêdî be! Raweste! Ez lê nanêrim!	Hêdî be! Vindere! Ez nêşkena biewnîya!	Standard		Kurdish	MO	
Kennels.. Kenya..Ah. Camping!	Kolik… Kenya…Aha. Kampkirin!	Kulî.. Kenya.. Ah. kamp!	Standard		Kurdish	MO	
I am Dog and this is Pug, Sire!	Ez Seg im û ev jî Pug e, ezbenî!	Ez Kutik a û no zî Pug o, Rêzdar!	Standard		Kurdish	MO	
Will not!	Bernadim!	Nêdana!	Standard		Kurdish	MO	
Grab my paw!	Bi pepika min bigire!	Destê mi betepîşe!	Standard		Kurdish	MO	
Yes	Erê	Eya	Standard		Kurdish	MO	
Ready? Steady? Go!	Xwe amade bikin! Herin!	Amade? Hazir be? Şo!	Standard		Kurdish	MO	
Yes Pug. Dear Diary, Today Pug and I read a book all about beaches.	Erê Pug. Rojnivîska min, me îro pirtûkeka li ser peravan xwend.	Eya Pug. Rojaneyo Delal, Ewro min û Pugî kitabê derheqê plajan de wend.	Standard		Kurdish	MO	
You can if you like Pug. Hold on.	Tu dikarî bibînî, Pug. Xwe bigirin.	eke ti biwazî ti eşkenî Pug. Xo bigîrê.	Standard		Kurdish	MO	
That s what I call a moo landing!	Wê xwe pir xweş danî ser erdê!	Ez ney ra vana xoronayîşê mooo!	Standard		Kurdish	MO	
Flying saucers!	Keştîyên fezayî!	Keştîyê ke firrenê!	Standard		Kurdish	MO	
I don t, do I?!	Hewca nake?!	Qey hewce nêkeno?!	Standard		Kurdish	MO	
And so we bid farewell to theguardians of ancient Egypt - and to Granny Pug.	Bi wî awayî me xatir ji parêzvanên Misira Antîk xwast – û ji Dapîra Pug.	Bi no qayde ma pawitoxanê Misirê Verênî ra xatir waşt - û Dapîra Pugî ra.	Standard		Kurdish	MO	
Go boil your socks!	Wê berde û here!	Şo karê xo ra biewnî!!	Standard		Kurdish	MO	
I ll save you Dog and Pug!	Ez dê we xelas bikim!	Ez do şima bixelisna Kutik û Pug!	Standard		Kurdish	MO	
Then does it say Granny Pug s lunchbox is over there?	Dibêje bê çima qutîya Dapîra Pug ya xwarinê li vir e?	Eke winî yo, hela vajo qutîya Dapîra Pugî ya werdişî çira uca de ya?	Standard		Kurdish	MO	
They eat nothing but fried chicken,And you know that s not good for you.	Ew bi tenê goştê sorkirî dixwin û hûn dizanin ku ew ji bo we ne baş e.	Ê tena goştê sûrkerdeyî wenê, û şima zanê ke no şima rê rind nîyo.	Standard		Kurdish	MO	
We don t want to scare them away.	Em naxwazin wan mirovan bitirsînin.	Ma nêwazenê ke înan bitersnenê.	Standard		Kurdish	MO	
To the wheely ladder Pug.	Em herin ser nêrdewanê, Pug.	Ma şêrê nêrdîwane ser o Pug	Standard		Kurdish	MO	
My poor paws feel like they re running in circles.	Pepikên min dibêjin em di xelekekê da digerin.	Lingê mi vanê ke ê çemberêkî mîyan de gêrenê.	Standard		Kurdish	MO	
What happened, Not-So-Great Splendina?	Çima tu êdî ne Splendînaya Gewre yî?	Se bî, Splendînaya kêmî-Girde?	Standard		Kurdish	MO	
They like me being funny!	Komîkbûna ew kenandin!	Ê mi ra hes kenê wexto ke keyfê înan ana!	Standard		Kurdish	MO	
I have one here. It's been entertaining some new ideas.	Va yek jî li vir e. Ew kêfa çend fikrên nû xweş dike.	Yew tîya de est o. O tay fikranê neweyan ra keyf gêno.	Standard		Kurdish	MO	
That was totally what I meant to do!	Min jî dixwast ku tiştekê weha bikim!	Mi zî tam waştêne çîyêko winayên bikera!	Standard		Kurdish	MO	
I know that sound.	Ez wî dengî nas dikim.	Ez nê vengî şinasnena.	Standard		Kurdish	MO	
Hold tight Pug. We will save you.	Xwe bigire Pug. Em dê te xelas bikin.	Xem meke Pug. Ma do to xelas bikerê.	Standard		Kurdish	MO	
I don t understand.	Min tiştek fam nekir.	Ez fehm nêkena.	Standard		Kurdish	MO	
Awesome Dog, but not as awesome as the first sound cartoon which was made nearly a hundred years ago and starred a mouse!	Gelekî ecêb e Kutik, lê ew bi qasî yekem xêzefilmê bideng yê ku berî niha bi sed salî hatîye çêkirin û mişkekî tê da lîstîye, ne ecêb e!	Zaf ecêb o Kutik, la hende ecêb nîyo sey xêzefilmê vengino verên ke nêzdîya se serran ra ver virazîyayo û tede yew merreyî kay kerdo!	Standard		Kurdish	MO	
We re here, Janice! You ll be outof that tree in no time. Hup!	Em hatin, Canîs! Em dê te ji ser wê darê daxin jêr! Hoop!	Ma tîya yê, Janice! Ti do zaf bi lez a dare ra bîyarê war! hoop!	Standard		Kurdish	MO	
To the wheelie-ladder, Dog?	Em herin ser nêrdewanê, Seg?	Ma şirê nêrdîwane ser o, Kutik?	Standard		Kurdish	MO	
Oh, you can t come from there at once. You re not bouncing. You re being bounced!	Wîî! Tu nikarî xwe ji wê derê berdî jêr. Tu xwe napengizînî. Tu têyî pengizandin!	wî, Ti nêşênî uca ra bêrî war. Ti xo çing nêkenî. Ti yenî çingnayîş!	Standard		Kurdish	MO	
Are you all right, boys?	Hûn baş in, xortino?	Şima baş ê, gedeyêne!??	Standard		Kurdish	MO	
Why is this sound really very cool indeed?	Çima dengê vê detektorê ewqasî xweş e?	Çira no veng rasta zî zaf weş yeno goşanê mi?	Standard		Kurdish	MO	
He explored this cave a long time ago and took that path to The Centre Of The Earth!	Wî berî demeka dûr ev şikeft kifş kir û wî da ser vê rêya ku diçe Navenda Dinyayê!	Ey zaf wext ra ver na şikefte keşf kerdbî û kewt nê rayîrî sey û şî Merkezê Dinya!	Standard		Kurdish	MO	
An Arctic expedition will be freezing but fun. This way Pug!	Rêwîtîyeka Arktîk dê sar be, lê dê xweş be. Ka were, Pug!	Yew seyahetê Arktîkî do serd bo la bikeyf bo. Tîya ra Pug!	Standard		Kurdish	MO	
I am afraid I won t be able to reada book to you today Pug.	Mixabin ez dê nikaribim îro ji te ra pirtûkekê bixwînim, Pug.	Ez tersena ke ez nêşêna ewro to rê yew kitab biwana Pug.	Standard		Kurdish	MO	
And throw!	Û wan biavêjin!	Û bierze!	Standard		Kurdish	MO	
It looks more like holey island.	Ev dişibe giraveka qulqulî.	Na hîna zaf sey girawa qulqulî asena.	Standard		Kurdish	MO	
Within these pages you will find the fastest, the tallest, the best things in the world.	Di van rûpelan da hûn dê lezgintirîn, dirêjtirîn û baştirîn tiştên li dinyayê bibînin.	Nê rîpelan de şima do tewr lezgînî, tewr berzî, tewr weşî yê çîyanê dinya bivînê.	Standard		Kurdish	MO	
Look at her go!	Lê binêrin!	Biewnîyê senî şina	Standard		Kurdish	MO	
But most of all and best of all...	Lê herî zêde û ji her tiştî bêhtir…	La tewr zaf û her çî ra zafêr…	Standard		Kurdish	MO	
Ooh, tasty...but a bit hot as well.	Ooo, xweş e… lê hinekî germ e.	Ooo, weş o… la tay germin a zî.	Standard		Kurdish	MO	
I have seen... a machine.	Ez makîneyekê… dibînim.	Ez nika... makîneyêk vînena.	Standard		Kurdish	MO	
Greetings Dog and Pug	Silav, Sed û Pug.	Merheba Kutik û Pug	Standard		Kurdish	MO	
I want to bake a cake but they re taking a bath in my cake tin!	Ez dê pasteyekê çêbikim, lê mişk di sênîyê da serê xwe dişon!	Ez wazena yew kek virazî la ê sinîya mi de sereyê xo şuwenê!	Standard		Kurdish	MO	
Oh, they re not stars at all Dog.They re rocks spinning through space. But when they get near the Earth they heat up so some people call them...	Aa, ew êdî ne stêr in, Seg. Ew êdî kevir in û li valahîya fezayê digerin. Lê dema ku ew nêzî dinyayê dibin, ew disincirin û mirov ji wan ra dibêjin…	Oh, ê qet estare nîyê Kutik. Ê kemer ê ke feza de çerxîyenê. La wexto ke ê nêzdîyê Dinya benê, ê germ benê coka taye merdimî înan ra vanê...	Standard		Kurdish	MO	
This is a story about someone whowanted to be remembered.	Di vê pirtûkê da çîroka yekî ku dixwaze were bibîranîn heye.	No yew hîkaye yo ke derheqê yew kesî de yo ke waşto bêro vîrardiş.	Standard		Kurdish	MO	
When this part of the world was adesert - and still is today.	Hingê ev beşa dinyayê çolek bûye – û niha jî ew çol e.	Wexto ke nê qisimê dinya yew çol bî - û ewro zî hema çol o.	Standard		Kurdish	MO	
How curious! This is much more fairy-tale-ish than I expected. But it does have engineering Pug, look over there..	Li vê ecêbê! Ez ne li bendê bûm ku em bikevin nava çîrokekê. Lê tê da endazyarî heye Pug, li wir binêre.	Hela na acêbe!! Mi nêpawitêne ke ma dekewê estanekêke mîyan. La tede muhendisîye est a Pug, biewnî uca ra...	Standard		Kurdish	MO	
I always make a note in my diary of all the exciting things we ve read about in the shop.	Ez hertim tiştên kelecanî li rojnivîska xwe dinivîsim ku em li pirtûkxaneyê dixwînin.	Ez hertim çîyanê heyecaninî ke ma kitabxane de wenanê, rojaneya xo de nusena.	Standard		Kurdish	MO	
Not Yet Pug. This isn t the righttime in the story.	Hîn zû ye, Pug. Li gor çîrokê ev ne dema rast e.	Hema ney Pug. Na hîkaye de no wext wexto raşt nîyo.	Standard		Kurdish	MO	
Jingle Bells ... Jumble Sales .Aah.. Jungles!	Dimpilk … Dardarok Hih! Daristan	dimpiştikî ... derneqûrî. Aah.. Daristanî!	Standard		Kurdish	MO	
I was so busy telling people factsDog, I never learnt to fly!	Ez hingî bi gotina rastîyan ra mijûl bûm ku ez hînî firê nebûm!	Ez hende bi vatişê rastîyan de meşxul bîya ke ez nêmusaya ke bifirî!	Standard		Kurdish	MO	
I'm so sorry I let them run away Dog.	Bibore, min hişt ku ew birevin, Seg.	Ez efê xo wazena mi verdayî ke ê biremê.	Standard		Kurdish	MO	
Pug, I believe we have shrunk.	Pug, dîyar e ku em biçûk bûne.	Pug, ez bawer kena ma qij bîyê.	Standard		Kurdish	MO	
The end	Dawî	Peynî	Standard		Kurdish	MO	
Yes Dog. But now I'm going YIPPPPP!	Erê Seg. Lê niha jî ez dibêjim dayêê!	Eya Kutik. La nika ez vana DAYÊÊ!	Standard		Kurdish	MO	
The biggest. The smallest. Theoddest. The first. Who knows, perhaps one day you ll create an amazing new fact too!	Mezintirîn. Biçûktirîn. Ecêbtirîn. Yekem. Kî dizane, dibe ku rojekê hûn jî rastîyeka ecêb ya nû çêbikin!	Tewr gird. Tewr qij. Tewr ecêb. Tewr verên. Kam zano, belkî rojêk şima zî yew rastîya ecêbe ya neweyî biafirnenê!	Standard		Kurdish	MO	
Cricket? So that s what thosest icks on the beach were - cricket stumps.	Krîket? Nexwe ji ber wê yekê ew darik li peravê bûn – darikên krîketê.	Cricket? O wext ê darikê ke qiraxê derya de bîyî - darê cricketî bî.	Standard		Kurdish	MO	
Now I be the captain you plank-walking plankton. Get the oars and get ready to row. I wants to go water-skiing!	Hiii! hih! Ha ha! Îcar ez bûm kaptan, planktonên li ser depî. Rahêjin bêrikan û wan bikişînin. Ez dixwazin kaşûna avê bikim!	hiii-hii!! Nika ez kaptanê şima ya, planktonê taxteyê ser o. huyeyanê xo bigêrê û amade bê ke bixebitîyê. Ez wazena awe ser o kay bika!	Standard		Kurdish	MO	
Biscuits do grow on trees?	Biskiwîtên bi daran ve?	Biskuwîtê ke daran ra yê?	Standard		Kurdish	MO	
Philanthropy ... Lycanthropy ..Aah. Philosophy.	Xweşmirovî … Guremirovî ..Aha! Fîlozofî.	Firfirokî... Fîlê girdî.. Aha! Felsefe.	Standard		Kurdish	MO	
Oh, I think I upset him!	Wîî! Min ew aciz kir!	Oh, ez vana qey mi o hêrs kerd!	Standard		Kurdish	MO	
‘Once upon a time there was a Scary Castle. And it was called the Scary Castle because...	Hebû tune bû. Şatoyeka Bixof hebû. Ji wê şatoyê ra digotin Şatoya Bixof, ji ber ku…	Beno nêbeno (wextê wextan de) şatoyêka bixofe est bîye. Na şato ra vatêne şatoya bixofe. Seba ke na şato…	Standard		Kurdish	MO	
Bet you can t see me, Dog.	Tu nikarî min bibînî, Seg.	Ez vana ti nêşênî mi bivînî, Kutik.	Standard		Kurdish	MO	
Yip..What are you doing, Dog?	Wîî.. Tu çima wisa dikî, Seg?	wîî..Ti se kenî, Kutik?	Standard		Kurdish	MO	
Dog, have you seen my crayons?	Seg, te pênûsên rengandinê dîtine?	Pug, to qelemê boyaxî mi dîyî?	Standard		Kurdish	MO	
But if something does make it stop...	Lê eger tiştek wan rawestîne...	La eke yew çî ey vindarneno...	Standard		Kurdish	MO	
Shall we draw together?	Em bi hev ra xêz bikim?	Ma pîya resim virazê?	Standard		Kurdish	MO	
W-what was that?	E-ew çi bû?	O-o çi bi?	Standard		Kurdish	MO	
