بەبؽ باوەڕی سەرەم شۆکناوە	I shook my head in disbelief.	I shook my head in despair.
هؽشتای ئەجۆمەنە ئا شەوە قینیت چەنەش بؽ هەرگیز مەتاو چەنەت وەشبو	I still think you were hateful that night and I never expect to forgive you.	I still think you'd never liked him that evening.
چارەسەرو وشە یەکتربڕەکاش دەسەنە شی	he missed doing the crossword.	the two corners of her mouth unequally raised, and her upper hand.
هەمان یاگؽنە منیاش	they'll bury him right there.	I shall make an end of it in the same place.
بەڵام قەنەکەش ویر شی	but he had forgotten the sugar.	but he laughed softly
بیرکردنەوێ قوڵەنە بؽ پەی چؽوؽ تەری	was deep in thoughts of something else	deep inside some fold or furrow
کڵاوەکؽش کەردە سەرەو نیشتەرە	put on the hat and sat down.	flattened his hat on his head and sat down.
ئاو بە نیازش بە هەوای بێ.	he needed oxygen	the water was a flat calm.
ئاویچ نە خەرجیە بێهوودە و بێ مەوزووع	not by spending as he pleases	haste for no use.
پارەکە وەختیە کڵاوش نیا سەرو سەرەیش.	when he'd placed the hat on his head a year before	the peasant laid on his head when he did not need a cap.
شایەد ئزدواج پی زوویە ئتفاق گنۆ.	may even be about to marry her before he leaves here?	but maybe the marriage will take place too soon.
ئیتر حیچ کەس نمەتاو وەرش گێرۆ.	nobody seems to be able to stop her	that nobody was going to be able to stand it.
تەمامو ئەهەمیەتو دانیە تەسنیف تەنیا جە کەلیمەکاشەنە شاریانوە.	that the whole meaning of a song lies in the words	the whole striking contrast was contained in two words
من حیچ وەخت لێ زندگیمەنە ئننە وەشحاڵ نەویەنە.	I've never been so happy in all my life	I've never been happier in my life.
فکر مەکەرە کە مۆ بە تەنیایی جە بەرامبەرشەنە مدرا.	don't you go fighting them alone.	do not think the hair came with the papers
باڵە وەش فورمەکاش ڕووتێ بێنێ.	her beautifully moulded arms bare	his arms and sides were like reflections of a flow.
ئەگەر درۆت واتەبۆ دانیە هۆرپڕای خاست مۆنێ.	if you are telling me a lie, I'll lead you a pretty dance.	I'll have you with me if you don't move.
ئاخرش بە تاریکای یاوا.	his end was night.	finally it gained somewhat resemblance.
نزیک بێ دڵش جە کار گنۆ.	making her heart jump.	which she would gladly have enjoyed longer
ئیتر بە چی بنیامە ئعتماد نەکەرۆ.	he would never trust a man like that again.	to be sure of what I ought to do.
کە پسۆ جێوانی پڕ جە کاغەز بیەبێ	which was, like all the rest, covered with papers.	that was like a sheet of paper
پسۆ چیویە ساو پاو بنیامی مێ	I think I hear some one coming.	it was like a fresh slap in the face.
پی چیویە قۆمیان جەنبیە تەفرێحیشا پەنە دا	they took it as a joke.	to this tale of wounded self love and defeated ambition
پەنج ساڵێ پیرتەر چانەینە کە بە وێم درۆ واچوو و نامێش بنیوو شەرافەت	I'm five years too old to lie to myself and call it honor.	I tell you she's five years old and I'm not as big a bunch of dunderheads as I usually have to teach.
مەبلەغیە جە حدودو دوەسەو هەزار دولارێ لاو منەنە جەموە بیەنوە	I must be holding two hundred thousand dollars in bets.	I says, about two hundred thousand dollars with me
قاوەسینی ئامێرو کەفاشیەکۆ ئاوی و کارە نیمە ناتەمامەکەش هەر پاسە یاگێو وێشەنە بێ	his tray of shoemaking tools, and his old unfinished work, were all as usual.	that the midshipshipshipship had been repulsed, and the remainder of its travails were still in its place.
دز من نیەنا بەڵام دزەکەی مەکشوو	I am not a thief, but I'll murder my thief.	I'm not a thief, but I don't take it!
ساش بە ئارامیوە بەرزوە کەرد	he addressed to him in a gentle voice	so he strokes the floor with a deep sigh.
حەتمەن یاگێوێنە هەڵەم کەرڎەن	I must have done something wrong.	I should have been cheated out of the loop.
هەرسو شەوق و مۆحێبەتش مت	shedding such tears of heartfelt joy	however reluctantly and gloomily
دماییشوە شایەد جەزابیەتش فرەتەریچ بۆنێ	then the attraction may be the greater.	then it might be another cheerful afternoon.
حیچ هەڵەیەچ لێشەنە نەبۆ	without any mistakes in it!	I knew it wasn't a mistake to come!
ئەووەڵشوە گومانم کەرڎ ئی پەیکەرە سیاوە زارۆیە ڕاستەقینەن و هەر پاجۆرە هۆرگیریان	at first I al most thought that this black manikin was a real baby preserved in some similar manner.	who at first conceived that this remark was a curious new fact, and that every now surveying camp was a peculiar occasion.
من موچیاریم کەردەن ئا هەرمانی کەرۆ.	I have advised him to do that.	I have advised him to do that.
من ڕاسیەکەم گەرەکا، ڕاسیەکە!	I want the truth, the truth!	I want the truth, the truth!
گڵویم پاک کەردۆ.	I cleared my throat.	I rubbed it white.
ویش شاردۆ تا گرەوۆ.	he hid himself to weep.	he hid himself to weep.
دەروازەکێ بە تنی وزیارێ پەشتیشۆ.	the gate firmly bolted behind him.	the gate firmly bolted behind him.
لوا دلی ئاوەکی تا هارەقەکەش شورووێ.	so she went into the water to wash off the sweat.	she went into the water to turn the pipe.
قەت نەژننەویەنم قسێ کەرو.	I never heard her speak	I never heard her speak
وەڵیوە چۆڵ کریان.	deserted from the front	before being killed
من هیچم نەوات.	so I didn't say anything.	I said nothing.
خوڕا وەنێ پێ یانەشا.	drove her home.	he gave him a sort of promise according to what he turns out.
فرە پەنە وەشحاڵەنا.	I'm very glad.	I am so glad of you.
ژەنە پیرەکی ئاما ژورەکێ.	the old woman coming into the room	the old woman coming into the room
ئانێ خاس مزانو.	I know that well!	I know that clearly.
دماتەر دووە کناچە عازەبەکی.	then the two young girls	then with two little ones
بە سڵامەتی باخەڵشەنە منیۆوشەرە.	put them safely in his pocket	he pocketed the bill
من گردوەختیو حەزم جە زاڕوڵەیا.	but I am always fond of children.	I like children all day.
ئەجو کەشوهەوا پێوو سەروبانیۆ.	you're like the weather cock on a roof.	as if overwhelmed by a disapproval she had never known before.
سەروو ڕاکەیۆ نیشتەرێ.	sat down on the trail.	sat down on the trail.
وەردەممانێ مدرابی بە توڕەی و لەرزۆکیۆ.	stood, livid and trembling, before us.	before I could get spirits enough to creep out of my cave.
لوا بەرەو گردەکەیۆو گمبی وەروچەماوە.	went up the hill and out of sight.	he considered the location, and the whole pack of them disappeared.
تەنانەت موو قۆڵەکام گرژیبییێ.	even as the hairs on my arms began to shrivel.	even my lips were frizzy.
سەرەم جوڵنا.	I shook my head.	I shook my head.
ئیسە بە عالی ویرمگنۆوە.	I can remember it vividly now	which I think so well now
دەسش وست سەرو تەویڵش.	he put his hand up to his forehead.	running a hand reflectively over his bald crown
دەسیوم بەرز کەردۆ تا داواو لێبوردنەکەش مدرنوو.	I raised one hand to halt his apology.	I gave a up my hand to press the request of mercy, he said.
یەک یا دووی هەناسەی قوڵش دا.	gave a long gasp or two	sighing once or twice
ئامادە نیەنا پسو ئا پیایا بوو کە گرنگی بە ژەنی مەیا.	I don't set up to be one of those men that don't care about women.	I'm not ready for him to become the man who cares for women.
ویرمکەردۆ ڕەنگا گرنگ بوو.	I thought it might be important.	I thought it might be important.
دڵنیا نەبینی تونی.	I wasn't sure it was you.	you're not sure you'll find it.
کڕیڵیوی زیویش باخەڵشەنێ بەرئارد.	took a silver key from his pocket	took a silver key from his pocket
ئینە مۆبەقەکەن	this is the kitchen	this is the kitchen
ئیتر حۆسەڵەم نەمەنەن	I've had enough of it	I no longer feel excited.
چاگەنە بێڵ و زەنگەنەکەشا بەرد	they took the spade and the pick there.	they took the spade and the pick there.
ئاهێم کؽشت و کرؽڵەکؽم دا پەنە	I sighed and gave her the key.	I sighed and gave her the key.
لوا سەرویاگەکیش.	advancing to the bed's head	slipped out into the field.
بە هیچ نۆعیو مەتاوو بازوشاوێ.	I can't possibly keep them.	I can't keep him in any way.
متاوو ورەشوشا بە خێرایی هەر پسو ئانەی ئەسێم.	I can sell them fast as I get them.	I can kick them open as quickly as I did.
توڕەییەنێ شیت بی بە بۆنەو و نەوەشی هاری.	maddened by a sudden attack of rabies	whose anger was borne forth from grief and sickness.
هەرچیوبوو، خاستەرا تەداخول نەکەری.	but, however, you had better not interfere.	therefore, you had better not interfere.
داواکەردەی بێ قسە.	a wordless plea	a wordless plea
هەردووی دەسیش بڕی سەرو سینەیشۆ.	crossing her hands upon her bosom	both hands were tied on his chest
مەجوڵیێ.	do not move!	I will not stir.
هیچ مەتیوەش نەبی.	because he hadn't any aunt.	it was no use.
کەمیە تەحتو تەئسیری قەرارش گێرتەبێ	feeling a little overcome.	in spite of the fact that he had made such drastic resolutions in regard to
تۆزیە چا تۆزێ نشت سەروو ئێمەوە و بی بە هۆ ئانەیە کە چنە ڕای بەیەوە بپژمێ	some part whereof flying up to our faces set us both a sneezing for several times together.	put the dust over us, and made good our retreat
