ئاڐ هیچ وەخت ئانەشە پسەو ئیسەی نەڐیەبێ	but he had never yet seen it as it was to day.	but he had never seen it quite like this.
کەسایەتی کوڕەکەیت واچە پەنەش	explain your son's character.	your son's character is narrowly abridged.
تەسمیمم گێرت بازوو ژیوی	I've decided to let you live.	so I had resolved to quit my life.
واتش، ڕایەتەری هۆڵش دا پەی کارەکەی	she said, trying once again	said, trying to persuade her to get away as quickly as possible
پاسە زانوو ڕوەو هەستیوە ڕیک ئامانێ ڕووبە ئینەی	I came straight to it, by instinct, I suppose.	I know I'm going to have to expel as many of you as possible.
کەسانیەتەر پەی بەشداری کەردەی جە بەرەندە بیەو ئاڐێ بێنێ	there were other people on hand to share her triumph.	there were more people on hand to share her triumph.
ماتڵ و خزمەتکار و یانەی بێ پەی واردەی نان ونیمەڕۆی	waiting for his housekeeper to serve lunch.	I don't take no offense 'cept a bust in the nose.
چوون ئاڐ منش بەرداوە پەی یانەی	for he led me back into the house	for he led me back into the house
گرد چێوم پاڐی واتەبێ جە بارەو وێمەو	I told him everything about myself.	I told him all about me.
مشۆ فکر کەروو وە چە چێویە پەی من پێش مەی	I got to think what happens to me.	I must think what is the matter with me.
کە بەیدێ و پیجۆرە دلما بێشندێ!	to come and upset us in this manner!	to let me out, and look at me!
ئاڐ سەعیەش کەر بە ئا ڕەنگیە کە مەنەبێوە دیم و چێروو سرمەکەیچ بۆیاخ کەرۆ	he even tried to do up the attic with some paint which had been left behind by the painters.	he attempted to conceal the expression of his face and the moisture of his head.
تەنانرت بێ ئانەی زەحمەت کێشی دڕیش	without even taking the trouble to tear it up.	hardly had he ignited his match across the rough sandpaper of his mouth
ئینەیە وەخت و وێش بسپاروو بە مەژگیم	let us remember this, in time.	to think about it and need it to be brought to my mind.
نە لوا دلێ موسافرخانەکەی و نە ئاما بەرەو	entered or left the tavern door.	she entered the inn, nor did she come out.
پەی ڕایەیچ بیەن بڐیە پەی من	you must look once.	if you had anything to do with it.
زانوو، مەبۆ چەنیت قسێ کەروو	I know I shouldn't speak to you	I know I shouldn't speak to you
ئاڐ باوڕش ئانە بێ کە ئی کارە جە ئەنقەس کریان	but he was certain it had been done deliberately.	he thought that all this was purposely torn up.
دیم چیویە بە چەمی گەورێ و سەرز و گردێ جە تاریکینە ماق بیەبێ پۆرەشەرە	saw something with very large, round, green eyes staring back at him in the darkness	I saw what he had seen, suddenly spread himself widely, and that everything was black and confused.
وەرمیە قورس ئاڐش گێرتەرە	he fell into such a deep sleep	as he had to take great heed to keep his tears
ئاڐە واتش وەختیە ئاڐێ ئامادێ بیێ	she said when they were ready	she said when she was ready
حەر پا جۆرە بە ڕیکەوتیە ویقلە نیشان دریا	as was shown by a trifling incident.	starved at that, by the powers!
مشۆ چنە خولەکێ دماو خانەنشینی مەردە بۆ	must have died within minutes of retiring	must have died within minutes of retiring
بەڵام ئاڐە شەهامەت و قسە کەردەی جە بارە و ئینەیوە نەبێش	but she did not dare to speak of it.	but there was no getting around the stubborn fact
هەرچن پەی دەس پەنە کەردەی واتەبێشا پاڐی، وەلێ ئاڐ لوابێ وتەبێ	though he had been informed, to begin with, that she had already gone to bed.	though he had been informed, to begin with, but he had gone to bed.
فکرەکە پا جۆرە بێ کە من واتەبێم	but the idea was as I say.	the idea was as I say.
زاناش کە هەیشتای هەناسەش نەبڕیان	found he had not yet ceased to breathe.	because he knew that his breath was not fastened.
ئیتر زاتم نیەن بەو	I dare not come again.	I dare not come again.
شەلاقە درێژەکەو ئەسپەکەی جە سەروو پسمارەکێوە هۆر گێرت	took the long horsewhip from its nail.	he pulled out his long horsewhip from its nail.
ئاڐش تەنیا جیا ئاست	left him there, alone	he left him there alone.
ئاخرش ئاستش من بلوو	at length permitted me to go.	I am in earnest at last
چیویەم نەوات و هۆڵم دا بە چیویەیچ فکر نەکەروو وە	I said nothing, and tried to think nothing.	I didn't happen to think about anything, and I tried to avoid it.
بابەشا هۆڵش دا تا ئاڐیشا پەشیمانەو کەرۆ	their father tried to dissuade them.	did her father to scold them.
بێ ئانەی بزانۆ وەشش گەرەکەنە	without even knowing she loved it	without telling how she loved him
فرەتەر جە هەمیشەی موحەبەتش بێ و تەنانەت وەش قسەتەر	was tenderer than usual and even more delightful.	here he showed more audacity than most
بێ ئاڐی نەتاوێنا هیچ کاریە کەروو	I couldn't do without her.	I can't do anything about it.
ئاڐە ویرش کەردەو و ناهومێدی ڕوەش کەردەنە	she thought and desperation came back to her.	she thought and desperation came back to her.
ئەگەر مەجبوور بوو تویچ کوشو	even if I have to kill you.	even if he doesn't need to.
چا وەختەنە بەین و خوڵکینە ڕایەش کەردەوە پەی وێش	at that moment made his way through the crowd	at the same time made her way between him and her.
عانیە شەوێ گەرەکم بێ بووسو، پەرساش من ئا کتێوتە هەن؟	but when I was going to bed at night, asked me if I had got that book?	now, when I was going to bed at night, asked me whether I had that book?
ئەننەش پەنە نەشی هەر دویما وەرمما پۆرە کەوت	we both soon slumbered.	our emotion was an irresistible riptide that caught us both up and swept us away in a glorious explosion, an eruption, and a contentment beyond words.
دەمش کەردەو وەلێ عازا بەستش	opens her mouth, closes it again	he did open his mouth but he fastened it to his knee
من ڕاو ڕانشتیم گێرتە وەر	I followed that of letters	I grabbed my way
ئا ڕوە سوحێ تەنیا ئی نامە ئامابێ	that morning, as it chanced, there was only this one letter	that morning, as it chanced, there was only this one letter
پیا پیرەکە بە دیایە جە ڕوەو قینێوە تەماشاش کەرد	but, the old gentleman, eyeing him with an expression of dislike	the old man staring down at her with a gesture of hatred.
تۆ پیایە ماقووڵەنی، ئی نامەیە سۆچنە	as you are a gentleman, burn this letter	as you are a man of this earth and is bound to say that
جە حاڵیەنە کە ئی نامە درێژ و پەڕ جە دەردیە وەنێوە	while he read this long and painful letter	while still employed at the bottom of this letter
ماچی هەواڵیە گول پەی سەفەرەکەو ئاڐی بێ	as if it boded ill omen to his venture.	it was a round trip hazard for him to give him fresh courage.
پاڵوو ئیسگاو قەتارینە هیتیە پاڵایش سانای پەی ویش	bought herself a pair of espadrilles on the way to the train.	he got himself shut up beside the train.
چوون ئینە جە هۆشەو چیەیە پسەو مەرگی بێ	because it was the forgetfulness of death.	for death is in his pocket.
سێوەر و کەسیە کە هەرگیز نەڐیەبێش	the shadow of someone she had never met.	the same man who never saw him.
فرەتەر جە گرد چیویە ئاڐی ئازار دێ	more than anything else, it troubled and irritated him.	afraid he didn't see any point in troubling them more than anything.
منیچ کەمیە خاستەر بیانی	I felt a tiny bit better, too.	I said you'd be mitch obleeged to us to gang on a bit further.
بڕیارم دا ئانە چیویە بێمانان	but I decided that was nonsense.	I'd made up my mine 'bout what I's agwyne to do.
گردوو تڵاکەیم نیا دلێ دەس و ئاڐی	poured all the gold into his palm	I laid all my hopes into his hand.
ئاڐ ئیتر نەتاوێ ئێ کاریە کەرۆ	but he could no longer do it.	he could no longer do it.
بە شەهامەتە و زەربەش وارد	he took the blow bravely	money is as plentiful in that house as fruit.
وەختیە زەماوەنگە تەمامە بیە	but when the wedding days were over	I know that the marriage was over.
