بأزین دکفتن اۊن گؤشتي خاطر کي جبردأبن	next they thought of the stolen meat	It's like they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're falling apart because they're
مي تصمیمأ بيگیتم کي بۊشم اۊنپألي	I decided to go overthere.	I've decided who to call.
ولي خؤرأ بداشت	but she stopped herself.	But he waited.
چیکچیانه آخريئم مي جیف ٚ جأ بيرین بأردم.	I took from my pocket one last detail.	I pulled the last detail out of my pocket.
مۊ تنأکه هتؤيي نبم	I wasn't the only one.	I'm not the only one who's upset.
هایوأره رؤج ٚ رؤشنائي کمأ بؤست ؤ برقأدم سرأ گیفت ؤ وارش صدأ ويشترأ بؤستأ بۊ.	the day had grown dark very suddenly, and now there was thick thunder and the sound of rain had swelled.	Then the daylight dimmed, and the lights went out, and the sound of thunder and lightning rose.
تي پئشأ نیگیرم	I will not hinder you.	I don't blame you.
تاتائي-أ ايشاره بۊکۊد	I pointed at the picture.	Your father-in-law pointed out.
هیچي نخأیم بيشتاوم	I don't want to hear it	I don't need anything.
أن بأث ٚ مئن نيشيمي	but we won't go into that.	Don't look at me like this.
ولي خؤرم ٚ جیگأ دأرم	but I've got a good place.	But I have a place.
مي هۊش مي أمرأ نیه	I no longer understand anything.	I don't care.
مي لب اۊنأ نؤخؤردأ بۊ	I had not eaten.	My lips were still drowsy.
أن-أ نتأنستم تحمؤل کۊدن	I wouldn't've been able to stand it.	I-I couldn't bear it.
بأزین گب زئن ٚ وأسي خۊ لبچأ وأکۊد	so she spoke.	Then he kissed his lips because of what he had said.
دأنيسيمه گۊ چي حسي دأره	I knew how he felt.	I knew what that meant.
ناجه دأرم ٚ کي اعتراضي ندأري	I hope that's okay by you	I hope you don't object.
تأنستم ببؤم	I could have been.	I could win.
جه شيمي ور به	it'll be on your side	From you to him.
مي مقام بۊجؤر بۊشؤ	I've been promoted	Give me your address.
جه پن سالگي	when I was five years old	From the bottom of the sea.
دئه هئکس گب نزنه	no more talking!	He won't talk anymore.
وأسي شمرأ بۊگۊیم کي مۊ مي وظيفه ٚ دأنستم کي اۊنأ مۊنصرفأ کۊنم	I must tell you that I thought it my duty to dissuade her.	To tell you who I was and who I was supposed to be.
خۊ گازخالأ وأکۊده بۊ	his lips were smiling.	He's got the gas in his hand.
مۊ دأنمۊ کي تۊ نخأسيه هئکسأ بۊکۊشي	I don't think you meant to kill anyone.	I'm telling you, you shouldn't kill anyone.
ای بار دئه اۊشانأ بۊ بۊکۊد	smelled it again	He'll kill them all again.
عالم واقئيتأ مرأ مربۊط نۊبؤ	had very little to do with reality.	The real world wasn't messed up for me.
خایله جدي بۊ	looking as serious as he could	It's like he's serious.
خاطرجمائي دأرمه کي گیر آیه	I'll believe I'll get it.	I'm sure he'll get caught.
مي بال مي بدن ٚ جأ خۊشکأ بۊسته بۊ	my arms frozen to my body.	My arms were torn to shreds.
ناجه دأرم کي مجبۊر نبم أن ٚ جأ پئشتر بۊشم	I hope I shan't have to go any further.	I hope I don't have to go to this place anytime soon.
خیال کۊني أن کارأ پئشتر هازار وأره بۊکۊدأ بۊ	like I'd done it a thousand times before	You'd think he'd done that before.
مۊ شمرأ بۊگۊتم	I told you	I told you.
تي زنای ونأله	your wife won't allow it!	You're going to die.
أن جرگه سۊخال گردأ کۊدنأ سرأ گیفتد ؤ ایجۊر بنماسن کي خأيد فۊتۊرکد	all armed themselves with stones and formed in line	The whole group grabbed his head and looked like he was going to die.
فاندرسئم کي بيدینم کي بۊ	I didn't look to see who.	I searched to see who it was.
راستیکي تا هسأ نیدأبم کي هادر تعجؤب بۊکۊنه	I do not know that I ever saw any body more surprized.	In fact, I've never seen anyone who was surprised.
هتۊ کۊجدانه هایکلم نۊبؤ	he was not diminutive	I don't have any children.
ایتأ ناراحتي مرأ ساکیت بيسأ ؤ بيشتاوست	he listened in gloomy silence.	A little sadness silenced him.
ولي جاخترأ ندید	but remember	But they didn't see any danger.
اۊنأ بيگاد	brought him crashing to the floor.	Come on over here.
تأنم بيدینم چۊنجي شأیه کار کۊدن	I can see how it might work.	I can see how it works.
فاندر ٚ دتابسئن أن ٚ چۊم ٚ جأ بٚپٚرس	the light died from his eyes.	He put the receiver in front of his eyes and asked.
تا فيکر ؤ خیال بۊکۊنیم	to dream on	To think about it.
أن ٚ جأ خایلي تعجۊب بۊکۊدم	he was much surprised.	I was rather surprised.
کي مۊ خاب ٚ جأ ویریشتم	when I woke up	Who put me to sleep?
مي مٚردنم دؤرسانيد	ruining my death!	I'm going to die.
کي چئي بنأ بيد	where tea was prepared	Who founded it?
تي مردأک یأ زنأک أمرأ بۊگۊفت	or rather your wife only told us	Your husband ordered a woman.
مۊ تاجیر بؤم	I was a merchant	I was a merchant.
أن ٚ کأ پئلي دۊوارست	we passed her house	That's where Billy came from.
مۊ بزئم أنأ بيگأدم	I knocked him sprawling.	I'm telling you to come here.
مي أمرأ خۊدافظي کۊدن نوأ	don't say good bye	He didn't do anything to protect me.
ولي مۊ بۊدۊوستم ؤ ایتأ دارأ فأرسئم	but I ran to the body of a tree	But I saw it and I hit a tree.
ایتأ مۊللأ گؤر ٚ سر کي اۊلار سال پيش زؤهد ؤ تقوا خأني مأرۊف بۊبۊسته بۊ سر نيشته	itting on the tombstone of a monk who had been famous long ago for his saintliness.	He was sitting on a hill that was dedicated to the worship of the dead a year ago.
اگر اۊني خانداندره خؤ هۊشأ ایجیگائي أمرأ فده	if the reader puts all his intelligence at our service	If he orders his wife to stay awake for a while,
باختباري ؤ خۊسه بختي جأ تأکیت بدأرید	come to security.	Instead of focusing on your own misfortune,
اۊنأ خایلي خۊش بداشتم	took great interest in him.	I've had enough of that.
اۊن خأني 50 دۊلار فدئم	it cost fifty.	I gave him fifty dollars for you.
جه حاصار ٚ جؤر ایتأ پیله دشت ؤ ای دستأ بيده	peered over the wall to the broad smooth plain of cement.	He held it in his hand like a giant from the siege.
تا أن کي چئل سال بۊگۊذشته بفامه ساده زیوستن چي ارزشي دأره	in order to discover the privileges of simplicity almost forty years late.	Until he taught me for fifty years what it meant to live a simple life.
ساعت زنگ أمره خؤرم ٚ خبر بۊ	but the news was good	I know what time it is.
مۊ چۊم دوسته رأ شم	I could shut my eyes an' walk right there.	I love you.
أمأ فیلینت ٚ کؤنه کشتي ميئن کي أن ٚ ايسم وؤلرس بۊ بيسأ بيم	us standing off and on in the old WALRUS.	But I'm waiting for the filth of an old ship called Ulysses.
مردأکي ایصلأ نۊکۊده دیم ٚ مرأ ؤ کثيف شمشير ٚ مرأ ؤ ایتأ کۊجدانه صليب ؤ اسپي نخ چۊماکي سينه خؤ سۊتواني يۊنيفؤرم ٚ سر بۊدۊختأ بۊ	some unshaven, dirty man, girt with a sword and with a tiny cross embroidered in white cotton on the left breast of a lieutenant's uniform	The man was wearing a black mask and a dirty black sword and a thin white cross with a black ribbon on his chest.
کیریستؤف دیل تسک بۊ کي چره کي هسأ اۊیتأ بمۊرده رؤزأ هسائي زیوه ايسه	he hated her for being alive while the other was dead.	Karistoff was heartbroken because now he was dead, now he was alive.
مي نظر کي أنجي آدمن نتأنیدي بدۊن ٚ أن کي دیگرانأ بشکنید جیگائي-أ فأرسد	but it seems to me these guys don't get to the top without trampling over a few people on the way.	It's as if humans can't see who's breaking other people's space.
مۊ نأ بۊگۊتم	I said no	I couldn't tell.
وزیر ؤ سياسي مردأکان ٚ پیله خنده خایلي أن ٚ سر اثر بۊکۊد	this ringing, high pitched laughter from a statesman made a strange impression on him.	The minister and the politicians laughed loudly.
أن چۊم دکفت دۊ خاله زرد ٚ مۊيأ	he saw two long tails of yellow hair	It was like two yellow flowers in my eyes.
مۊ زماتي کي بيدم	when I heard	When I saw him,
آنأ زماتي کي أنأ بيده دگرأوگرا بؤخؤرد ؤ دکفت أن ٚ کشه جأ	as she saw him, she staggered forward, and half fell into his outstretched arms.	And when he had finished speaking, he turned and fell down.
فۊتۊرک زمات ٚ پسي فقط هیجدأ نفر بمانستأ بۊ	only eighteen were left after the charge.	There was only one person left behind at the time.
خایلي ترأ خۊش دأرم	I do like it so very much.	I've got other things to think about.
غمأ خاطر آوۊردن گۊناه ايسه	it is no sin to remember a grief.	It's sad to forget the guilt.
هن دۊتأ دؤرساسه پۊرساسه	two layers of fabric worn through.	He asked the waitress.
کؤرأکؤر بۊشۊ اۊتاق ٚ ور	went in the darkness	He took the boy to the other side of the room.
تۊند ؤ تأکیته بعۊنوان ایتأ منفۊر ٚ اشراف زأک مرأ فۊتۊرکست	I was set upon at once as a hated aristocrat	The impact of the storm had been felt as a sign of noble birth.
أن ٚ وأسي کي لايأ شاسه دئن	for though it was covered up	That's why he deserved it.
أن-أ کۊشيدي	that man's dead.	You're-you're out of it.
شۊمأ دۊتأ وأسي بۊدۊوید	you two need to run.	You must have seen the girl.
ولي مۊ ونألم أجۊر کردؤکار بۊکۊنید	but I won't have you do this sort of thing.	But I urged you to do something about it.
حتمن خؤدش أن تقویمأ حاصار ٚ سر بکده	it was he, without doubt, who scratched a calendar on this stone.	Surely he himself commanded the siege.
پلاگه قلب سرأ گیفت آرام زئن	her heart began to beat more lightly.	The heartbeat calmed him down.
مات خانه ساختمانأ فندرست	his eyes fixed on the house.	He found the matting of the building.
سۊتالان پئش میهربان ؤ دیل سؤج بۊ	12. he is kind and compassionate to the poor and weak persons	The soldiers were friendly and kind.
ایتأ کاري بۊکۊن أن وصلت ٚ جأ راضي ببه	incline him to be satisfied with the match.	You have to do something to be happy with this arrangement.
دأنمه خئنم	I know, ma'am.	I'm tired of laughing.
پئش ٚ شؤلأ واگیرني ؤ قأوأ بنأ أن ٚ سر	lit the front gas ring, and put on the coffee.	You're gonna have to get your ass kicked and get your ass kicked.
مي دیل مرأ تأ خۊش دأرم	I love you dearly.	I love myself.
