en_sentence	fa_sentence	translation	variety (Western Gilaki|Eastern Gilaki)	county	orthography	translator	5420
with the breadth of a county between him and the next.	به اندازه پهنه کشوری میان خود و مسافر پهلویی خود فاصله دارد.	ای تا کشوره پهنی قایده، خودشو بغلی موسافیره مئن فاصیله داره	Western Gilaki	Rasht	Sarkhat	PF	
I heard all kinds of things about the school and all belonging to it.	خیلی چیزها راجع به مدرسه و متعلقاتش به گوشم خورد.	خیلی چیزان اَ مدرسه یو اونه املاکه خبران می گوش بوخورد.	Western Gilaki	Rasht	Sarkhat	PF	
you had only lost your liberty	شما تنها آز ادب خود را از دست دادید	تو خالی تی آزاتی یا جه دس بدایی	Western Gilaki	Rasht	Sarkhat	PF	
the sea being full in my view	بر صفحه دریا که در برابر چشمانم گسترده بود نگاه کردم	دریا می چومه پیش پهنابوسته بو.	Western Gilaki	Rasht	Sarkhat	PF	
I gave her the most delicate instructions, so to speak, for inviting that lady and her daughter	من به اصطلاح معروف کار بسیار ظریفی بر عهده او نهاده و خواهش کرده بودم که آن خانم و دخترش را دعوت کند.	من بقوله معروف ای تا پور ظریفه کار اونه کوله سر بنابوم و خواهیش بوکوده بوم کی او خانم و اونه کئورا دعوت بوکونه.	Western Gilaki	Rasht	Sarkhat	PF	
on account of the baby and all, not to marry her	که به خاطر اون بچه هم که شده باید باهاش ازدواج کنم.	او زاکه خانی یم ببه واستی اونه امره ایزدواج بوکونم.	Western Gilaki	Rasht	Sarkhat	PF	
waited until he heard her turn the key.	تا او به اتاق نرفت و در را قفل نکرد مراقبش بود.	تا اون اوتاق دورون نوشو یو درا قوفل نوکود، اونا موراقیب بو.	Western Gilaki	Rasht	Sarkhat	PF	
I didn't think about how hot you would be with me gone.	به اینکه با رفتن من چه قدر گرمت می شه فکر نکردم.	به انکی می شوئونه جا چنقد ترا گرمابئه فیکر نوکودم.	Western Gilaki	Rasht	Sarkhat	PF	
that, after my telling your worship, if I don't mistake	به خصوص اگر درست به خاطر داشته باشم به حضرتعالی عرض کرده بودم	بوخوصوص اگه دوروست به خاطر داشته بیم حضرتعالیا عرض بوکوده بوم.	Western Gilaki	Rasht	Sarkhat	PF	
you will see that what I have said is true.	آن را بخوانید تا ببینید عرایض من صحیح است یا نه.	اونا بخوانید تا بیدینید می عرایض صحیح یه یا نه.	Western Gilaki	Rasht	Sarkhat	PF	
she said shortly, not even troubling to blush at his implication.	جوابش کوتاه بود و دیگر نگرانی نداشت که رتبه او بهندد.	اون کوتاه اوجا بدا، بیدونه انکی حتا خورا سورخ بوستنه زحمتا جه اونه گوشه کنایه بده	Western Gilaki	Rasht	Sarkhat	PF	
but nothing more would come of it.	اما چیزی از این بیشتر عاید شما نخواهد شد.	اما ایچی ویشتر جه هن شمه را بیگیر نایه.	Western Gilaki	Rasht	Sarkhat	PF	
I will if she does	به شرطی که اونم مواظب رفتارش باشه.	بشرطی کی اونم خو کرده‌کارا مواظیب ببه.	Western Gilaki	Rasht	Sarkhat	PF	
I felt like there was something right over by the turnpike embankment, and that it was watching me.	احساس کردم که یه چیزی بالای جاده معلقه و داره مارو می‌پاد.	احساس بوکودم کی ایچی راشی جور والاسته یه، امه‌را کرا پَایه.	Western Gilaki	Rasht	Sarkhat	PF	
applying the glue just as her father was getting up from the breakfast table.	درست وقتی پدرش از پشت میز صبحانه بلند شد.	دوروست وختی اونه پئر صوبانه میزه پوشته جا ویریشت.	Western Gilaki	Rasht	Sarkhat	PF	
for there was no other fish to give him.	در توضیح گفتند که بجز آن ماهی نوع دیگری موجود نیست.	واگویا بوکودید کی جغرز او ماهی، ایجور ده ماهی موجود نیه.	Western Gilaki	Rasht	Sarkhat	PF	
but not badly enough to be in the mortal shadow	البته شرایط آنقدر بد نبود که درحال مرگ باشد	البته اوضاع اونقد بد نوبو کی مردانده بی.	Western Gilaki	Rasht	Sarkhat	PF	
which they could see through the branches of the large trees, and which diverted them greatly.	که از پشت درختان بزرگ مشخص بود و این مایه تفریحشان شد.	کی پیله دارانه پوشته جا معلوم بو یو هن اوشانه اسبابه تفریح بوبوست	Western Gilaki	Rasht	Sarkhat	PF	
well, I won't go on and bore you.	دیگه نمی‌خوام بیشتر از این خسته بشی.	ده نخوایم ویشتر جه هن خستابی.	Western Gilaki	Rasht	Sarkhat	PF	
you are dearer to me than anyone in the world.	تو از همه کس در دنیا برای من عزیزتری	تو دونیا میان جه همه تا کس مه‌ره عزیزتری	Western Gilaki	Rasht	Sarkhat	PF	
stood there gradually fading and fading away from its first sparkling intensity	برق زد و همچنان بر پا ماند و به تدریج از آن شدت درخشندگی فرود آمد و فرود آمد	برق بزه یو هطویی بمانست و کم کم اونه روشنایی قوت فوروز بامو یو فوروز بامو.	Western Gilaki	Rasht	Sarkhat	PF	
the man who had always been within reach and whom she could never acknowledge.	مردی که پیوسته در دسترس او بود و او هرگز قدرش را ندانسته بود.	ای تا مردای کی همیشک اونه دس‌فارَس بو یو هرگیز اونه قدرا نانسته بو.	Western Gilaki	Rasht	Sarkhat	PF	
blew a brown paper free of the pack	یک کاغذ سیگار قهوه ای را فوت کرد و کند.	ای تا قهوه‌ای سیگاره کاغذا فو بزه یو بکاند.	Western Gilaki	Rasht	Sarkhat	PF	
as an explanation of the first.	دوم را مانند تفسیر آه اول پیش خود بر لب آورد.	به عنوانه ای تا توضیح اولی ره	Western Gilaki	Rasht	Sarkhat	PF	
I thought at the time what a picture it would make.	در همان موقع من به این فکر بودم که تابلوی این اعدام بسی مفید خواهد بود.	او زمات من به آَ فیکر دوبوم کی اَ اعدامه تابلو پور مفید خوایه بوستن.	Western Gilaki	Rasht	Sarkhat	PF	
I advanced so far that I could just hold up my chin and feel the ground.	از این‌رو چندان پیش رفتم که پایم بزمین رسید و همین قدر توانستم چانه خود را از آب بیرون آورم.	هنه واستی اونقد پیش بوشوم کی می پا زیمین فارسئه یو انقد بتانستم می مچه یا آبه جا بیرون باورم.	Western Gilaki	Rasht	Sarkhat	PF	
until finally it might have fitted a hand puppet	تا این که سرانجام اندازه یک عروسک خیمه شب بازی شد	تا انکی آخرپسی به قایده‌ی ای تا خیمه شب بازی گیشه بوبوسته.	Western Gilaki	Rasht	Sarkhat	PF	
I'd bet my broomstick he let that troll in, to make a diversion!	حاضرم سر جاروم شرط ببندم که خودش اون غوله رو آورده توی قلعه که حواس همه رو پرت کنه.	من شرط دَودم کی اون او غولا باورده تا حواسا پرتاکونه	Western Gilaki	Rasht	Sarkhat	PF	
no trace of the shreds of humanity I'd managed to cloak myself in remained.	هیچ ردی از اندک انسانیتی که سعیم بر آن بود که خود را در آن بپوشانم باقی نمانده بود.	هیچ نیشانی جه ایبچه آدمیت کی می سعی اونه ره بو کی خودما اونه میان واپوشانم باقی نمانسته بو.	Western Gilaki	Rasht	Sarkhat	PF	
in a gaze totally devoid of the deference she was accustomed to.	همان نگاه خالی و خیره که اسکارلت قبلاً هم آن را دیده بود.	او خالی نیگا یو خیره کی اسکارلت پیشتر هم اونا بیده بو.	Western Gilaki	Rasht	Sarkhat	PF	
I shall never forget the evening I spent with him.	هرگز آن شب را که با او گذراندم از یاد نخواهم برد.	هرگیز او شبا کی اونه امره بوگذرانم، جخطرا ندم.	Western Gilaki	Rasht	Sarkhat	PF	
but not aloud, of course.	هر چند که این جمله را بر زبان نراند.	هر چند کی اَ جومله یا به زبان ناورد.	Western Gilaki	Rasht	Sarkhat	PF	
I have an association with the name'and with the face.	جایی در خاطرم با این اسم و با این چهره آشنا هستم.	ای تا جیگا می خاطر دره اَ ایسما اَ سر و دیمه امره آشنایم.	Western Gilaki	Rasht	Sarkhat	PF	
where I saw the king seated on his throne	در آنجا من شاه را که بر تخت خود نشسته بود دیدم	اویا من شاه یا کی خو تخته سر نیشته بو بیدم	Western Gilaki	Rasht	Sarkhat	PF	
her habit of speaking with perfect genuineness asserting itself through all her uncertainty and agitation.	عادت همیشگی به رک و راست سخن گفتن از میان آن همه آشفتگی و اضطراب باز خود را به نمایش گذاشت.	همیشکی عادت به رک و راست گب زئن جه اون همه پریشانی یو واهیلی هندِه خورا نیشان بدا.	Western Gilaki	Rasht	Sarkhat	PF	
her control over clyde to all those others	بدین ترتیب تسلط خود را برکلاید به دیگران نشان خواهد داد.	به اَ ترتیب خو تسلطا کلاید جا، کسانا نیشان خوایه دئان.	Western Gilaki	Rasht	Sarkhat	PF	
