en_sentence	fa_sentence	translation	variety (Hawraman Takht|Lhon|Jawaru)	county	orthography	translator	7794
I am so glad you are come.	خیلی خوشحالم که آمدید.	فرە پەنەوەشحاڵەنا کە تو مەی.	Lhon	Biyare	Hawrami	SKH	
I'll thank you to keep a civil tongue in your head.	خیلی ممنون میشم که مؤدب باشی و زبونت رو نگهداری.	سوپاست کەرونێ بە ئەدەبۆ قسی کەری.	Lhon	Biyare	Hawrami	SKH	
I just want you to say if you can	فقط میخ وام اگه میشه به هم بگی.	بەس گەرەکم بی واچی ئەگەر متاوی.	Lhon	Biyare	Hawrami	SKH	
he said vaguely.	جویده جویده گفت	بە ناوازحی واتش.	Lhon	Biyare	Hawrami	SKH	
advancing to the bed's head	به سوی تخت رفت	لوا سەرویاگەکیش.	Lhon	Biyare	Hawrami	SKH	
I gazed steadily at my plate.	نگاه من به فنجان چای دوخته شده بود.	تەماشەو قاپەکەم کەرینی بەردەوام.	Lhon	Biyare	Hawrami	SKH	
as if he were considering that.	چنان که گویی درباره آن به بحث مشغول بودند.	پسو ئانەی ویرش چانە کەردەبۆوە.	Lhon	Biyare	Hawrami	SKH	
I have seen it very cruel to some of our men.	خیلی از مردهای ما را فرو برده.	من وینام فرە ڕەق بی چەنی بەعزێو جە پیاکیما.	Lhon	Biyare	Hawrami	SKH	
I lose my temper on the slightest provocation, flare up, and then it's all over.	خیلی اتفاق افتاده که من بر سر موضوعی عصبانی شدم اما هرچه بود در همان یکی دو ساعت فراموش کردم	بە گولانەترین چیو تورە بوو و کۆنترۆڵ جە دەست مەو بەڵام زووش کۆتای مێ.	Lhon	Biyare	Hawrami	SKH	
his head pillowed on his jacket.	سرش را روی کاپشنش گذاشته بود.	سەرەش وست سەرو ئاچەکەتەش کەپسوو سەنگاش پەنەکەردەبی.	Lhon	Biyare	Hawrami	SKH	
he wandered off in the direction of his room	به پانسیون رفت و ناهارش را خورد.	بێئاگایانێ ملو پێ ژوورەکەو ویش.	Lhon	Biyare	Hawrami	SKH	
a cup not so big as a nut shell	فنجان به اندازه پوست گردوست	کوپیو ئینەو توکڵە وەزیو گۆرە نیا.	Lhon	Biyare	Hawrami	SKH	
I can't possibly keep them.	نمی تونم قبول کنم	بە هیچ نۆعیو مەتاوو بازوشاوێ.	Lhon	Biyare	Hawrami	SKH	
captivity has subdued me	زیرا که حبس مرا رام و منکسر و نابودم ساخته	دیل بیەی منیش چێردەستەکەرد.	Lhon	Biyare	Hawrami	SKH	
it will bring bad luck.	که موجب بدبختی است.	بەختیوی خراپ مارۆ.	Lhon	Biyare	Hawrami	SKH	
but it was not his tractor.	تو اما این تراکتور مال او نبود.	تراکتۆرو ئایی نەبی.	Lhon	Biyare	Hawrami	SKH	
I have come to tell you that this must end.	آمدم بگویم که باید دست بردارید.	ئامانا پەنەت واچوو مشوم کۆتایش پەنە بارمێ.	Lhon	Biyare	Hawrami	SKH	
I can sell them fast as I get them.	نرسیده فروخته می شن.	متاوو ورەشوشا بە خێرایی هەر پسو ئانەی ئەسێم.	Lhon	Biyare	Hawrami	SKH	
but this is quite between ourselves.	ولی این بماند بین خودمان.	ئینا بەینو ویمانێ.	Lhon	Biyare	Hawrami	SKH	
maddened by a sudden attack of rabies	ناگهانی هار شده	توڕەییەنێ شیت بی بە بۆنەو و نەوەشی هاری.	Lhon	Biyare	Hawrami	SKH	
for he was the main cause of all this thrashing.	چون او است که علت اصلی کتک خوردن ما بوده است.	هۆکارو سەرەکی ئا گرد ئەوەدایوەنە بی.	Lhon	Biyare	Hawrami	SKH	
but, however, you had better not interfere.	ولی باز هم بهتر است تو دخالت نکنی.	هەرچیوبوو، خاستەرا تەداخول نەکەری.	Lhon	Biyare	Hawrami	SKH	
that no other spiritual aid should be called in.	شخص دیگری در این مسایل دخالت نکند.	مەبوو هیچ یاردیوی تەری ڕۆحی چڕیو.	Lhon	Biyare	Hawrami	SKH	
a wordless plea	یک خواهش غیر قابل بیان	داواکەردەی بێ قسە.	Lhon	Biyare	Hawrami	SKH	
one day, when she felt better, he tried to take her, leaning on his arm, for a walk round the garden.	روزی که حس کرد حالش بهتر است شارل کوشید زیر بازویش را بگیرد و او را در باغ بگرداند.	ڕویو کە خاستەرەبیە، بەردش پێ باخەکەی بەستەبش بە قۆڵو ویشۆ پێ گیڵای باخەکەنێ.	Lhon	Biyare	Hawrami	SKH	
the first is that I have made your acquaintance	نخست آنکه با شخصی مثل جنابعالی آشنا شدم	وەڵی گرد چیویۆ توم ئەژناسا.	Lhon	Biyare	Hawrami	SKH	
as he was certain of being tortured.	این منم که باید شکنجه به شم نه اونها.	دڵنیا بی کە مڵاش وەنێ.	Lhon	Biyare	Hawrami	SKH	
crossing her hands upon her bosom	دو دست بر سینه نهاد	هەردووی دەسیش بڕی سەرو سینەیشۆ.	Lhon	Biyare	Hawrami	SKH	
but he could read people like a book.	اما اون می تونست مردم رو مثل یه کتاب بخونه	تاوێ خەڵک واننۆوە پسو کتیبی.	Lhon	Biyare	Hawrami	SKH	
on the contrary, that change can only intensify love in his heart.	بر عکس باعث تشدید و تقویت محبت در قلبش شده.	بە عەکسۆ ئا فاڕیایێ وەشەویسی دڵشەنێ زیا کەرۆ.	Lhon	Biyare	Hawrami	SKH	
a shivering light filled the compartment.	بعد نو لرزانی کوپه را روشن کرد.	ڕوناکیویی پچڕ پچڕ موۆ ژوورەکێ.	Lhon	Biyare	Hawrami	SKH	
she went into his room to announce her determination.	به اتاق کار ورانسکی رفت تا او را از تصمیم خود بیاگاهاند.	لوا چۆر تا بڕیارەکەش ئاشکراکەڕۆ.	Lhon	Biyare	Hawrami	SKH	
looking round, asked if somebody would light him down the dark stairs.	برگشت و پرسید کسی نخواهد آمد که راه را برایش روشن نماید.	تەماشەو دەوروو بەرو ویش کەردو پەرساش ئەگەر یو بوو ڕاو پلەکانەکاش پێ ڕوناک کەرۆوێ.	Lhon	Biyare	Hawrami	SKH	
time had only strengthened in her absence	زمان در هنگام غیبت او از خانه آن را بیشتر تقویت کرده بود	بە مرورو زەمەنی بەهێزتەربیەبی بە نەبیەو ئایی.	Lhon	Biyare	Hawrami	SKH	
overwhelm her with joy	او را غرق شادی کند.	نوقمەش کەرە دڵوەشیەنێ.	Lhon	Biyare	Hawrami	SKH	
do not move!	تکان هم نخورید.	مەجوڵیێ.	Lhon	Biyare	Hawrami	SKH	
in spite of this one great deviation from the strict rule of right.	هرچند که در این مورد از راه راست کمی منحرف شده.	لاشدان جە یاسا توندەکی.	Lhon	Biyare	Hawrami	SKH	
I have told you my wish	من به شما آرزوی خود را گفتم.	ئاوات و ویمم پنە واتی.	Lhon	Biyare	Hawrami	SKH	
pursued the unfortunate baronet	بارو نت بینوا را دنبال کرد	شونو بارونێتێوی بەدبەخت کۆت.	Lhon	Biyare	Hawrami	SKH	
I heard him say so.	من این حرف را خودم شنیدم.	گوشم چەنە بی پاسە واتش.	Lhon	Biyare	Hawrami	SKH	
that vulture the very creature he creates.	آن کرکس همان موجود است که او خود آفریده است.	ئا هەڵۆیە ئا بونەوەرەن کە ویش دروستش کەردەن.	Lhon	Biyare	Hawrami	SKH	
rose at his usual easy hour the next morning	در ساعت معمول هر روز از خواب برخاست	سەعبێوە کات و ئاسایی ویشەنێ ورزوو.	Lhon	Biyare	Hawrami	SKH	
he confessed, it is true, that he had confided his idea to some of his friends	باز یل اعتراف کرد که این نقشه خود را با تنی چند از دوستان جا نیش در میان نهاده بود	دانش نیا پورێ کە فکرەکەش بە بەعزیو جە ڕەفیقەکاش واتەن.	Lhon	Biyare	Hawrami	SKH	
if he himself had said that	مگر نه این که خودش گفته بود	ئەگەر ویش ئا قسیشێ کەردێ.	Lhon	Biyare	Hawrami	SKH	
following his first impulse stepped instantly and rapidly toward the coach.	در همان ثانیه تسلیم نخستین تأثر و احساس خود شد و شتابان به جانب کالسکه رفت.	دماو یەکەم پاڵنەریش یەکسەر لوا لا عەرەبانەکەش	Lhon	Biyare	Hawrami	SKH	
then an indistinct muttering, as of a man between sleep and awake.	سپس صدای خمیازه آدمی که بین خواب و بیداری در تقلا بود بلند شد.	دەنگیو ئێ پسو پیاییو بەینو ئانەی وتەبو یا هایش بوو.	Lhon	Biyare	Hawrami	SKH	
then open them again.	سپس دوباره چشمانم را باز کردم	دمایی دیسان کەرەشۆ.	Lhon	Biyare	Hawrami	SKH	
because he hadn't any aunt.	آخه او خاله ندا ره.	هیچ مەتیوەش نەبی.	Lhon	Biyare	Hawrami	SKH	
the water was a flat calm.	مثل آینه صاف بود.	ئاوەکی هێمن و سەرو وێبی.	Lhon	Biyare	Hawrami	SKH	
looked into the cabin.	داخل اطاقک را نگاه کرد.	تەماشەو کابینەکەش کەرد.	Lhon	Biyare	Hawrami	SKH	
drew his companions back again, with the greatest caution and circumspection.	با وضعی بسیار احتیاط آمیز رفقای خود را عقب کشید.	پێ دووەم جاری ڕەفیقەکاش کیشتۆ دما بە وریاییۆ.	Lhon	Biyare	Hawrami	SKH	
he said he knew how better than me and he did, too, because he's used to camping.	گفت این کار را بهتر از من بلد است و بلد هم بود چون به زندگی در اردو عادت دارد.	واتش جە توو خاستەرەنا و مزانوش کە پاسەنێ، چونکە ئاو ڕائامان بە ئەوەمەنای خێمەنێ.	Lhon	Biyare	Hawrami	SKH	
administered to a young girl!	که به او خورانده شده بود	بە کناچیوی گەنج ملو ڕاوە.	Lhon	Biyare	Hawrami	SKH	
it is a whole solar system on the march.	ریاست روحانی به مثابه یک منظومه شمشی است که در حرکت باشد.	تەمام و سیستەم و وەری مانگی یەرۆ.	Lhon	Biyare	Hawrami	SKH	
he will never trouble anyone in this country again.	دیگر هرگز در این کشور مزاحم کسی نخواهد شد.	جاریوی تەر کەس توشوو موشکیلە مەکەرۆ چی وڵاتەنێ.	Lhon	Biyare	Hawrami	SKH	
his voice echoing in the dark passage.	صدایش در راهروی خلوت پیچید.	جە ڕاڕاوە تاریکەکەنێ دەنگدێوە.	Lhon	Biyare	Hawrami	SKH	
inside and outside.	هم تو اندرون و هم در بیرونی.	دیلوە و بەرۆ.	Lhon	Biyare	Hawrami	SKH	
instead of leaving the door fastened	به جای اینکه از در خارج شود	جیاتی بەرەکەی بە ژنیای بەزاوو جیا.	Lhon	Biyare	Hawrami	SKH	
he obeyed her shout and was silent.	بیمار اطاعت کرد و ساکت شد.	بەگوشیش کەردوو بێدەنگ بی.	Lhon	Biyare	Hawrami	SKH	
it was again opened for the count.	در دوباره برای کنت باز شد.	دیسان پێ ژمارا کریاوێ.	Lhon	Biyare	Hawrami	SKH	
but here she grew impatient with this legal verbiage, and said	در اینجا ارلاندو ازاطناب کلام آن بی حوصله شده بود و گفت	چیگەنێ بێتاقەتە بیە چی قسە یاساییە و واتش:	Lhon	Biyare	Hawrami	SKH	
which he had so impatiently awaited and to which	اهمیت بسیاری برای آن قایل بود شنید	بە بێ ئۆقرەییۆ چەمەڕوان کەری.	Lhon	Biyare	Hawrami	SKH	
I wish you wouldn't.	آرزو دارم که هرگز نروی.	وەشڵەی نەزانێت.	Lhon	Biyare	Hawrami	SKH	
the hoisters ran him high up to the top of the head	آن سه ملاح چنان به سرعت او را به بالای سر وال رساندند	بەرزکەرەوەکا بەرزشا کەردۆ پێ سەری سەری.	Lhon	Biyare	Hawrami	SKH	
reflected that the very apparent insignificance of his aim would help him to success.	به این نتیجه رسید که ساده بودن هدفش ضامن موفقیت اوست.	سادەیی ئامانجەکەش یادیش مۆ پێ سەرکۆتەی.	Lhon	Biyare	Hawrami	SKH	
he had neither listened nor heard.	وی لفور نه گوش به حرف او داد و نه به طرف او نظری کرد	نە گوشش چەنەبی نە گوشش گیرتەبی.	Lhon	Biyare	Hawrami	SKH	
his guitar case in one hand, his free thumb in his mouth.	جعبه گیتارش دریک دست و انگشت شصتش دردهانش بود.	دەسیویش پۆ گیتارەکۆ بی پەنجە گۆریێ دەسەکەی تەرش دەمشەنەبی.	Lhon	Biyare	Hawrami	SKH	
therefore they were under the necessity of seeking a livelihood in other places.	از ای نرو ناگزیر بودند که معاش خود را در جاهای دیگر تأمین کنند.	پێویستشا بە گیڵای پێ پێویستیەکا ژیان بی جە یاگی تەرۆ.	Lhon	Biyare	Hawrami	SKH	
unless I doctor it with a couple of sups of the old stuff	اگر با دو شیشه شراب کهنه به مداوای آن نپردازم	مەگەر بە دووێ جە چیوە کۆنەکا چارەسەرش کەرۆ.	Lhon	Biyare	Hawrami	SKH	
his name and crime entered in the books himselfassigned to two assistants, who saw to it that	سپس او را برای استحمام و تراشیدن موی سر به دست دو مأمور سپردند.	نامیش چەنی تاوانەکەش نوسیان، چەنی دووی یاریدەدەری ڕادەست کریان.	Lhon	Biyare	Hawrami	SKH	
as well as his high blood relations with his family	همچنین به سبب خویشاوندی نزدیکش با این خانواده تصمیم گرفت	پەیوەندی ونیش هەن چەنی عایلەکەش.	Lhon	Biyare	Hawrami	SKH	
the next moment she took to her heels and galloped away into the field.	بعد هم جستی زد و چهارنعل به طرف مزرعه تاخت.	کۆت سەرو پاژنەو پەیاش و بەپەلە لوا پێ موڵکەکەش.	Lhon	Biyare	Hawrami	SKH	
