Em diçin!	We're going!
Bibore. Navê min Înid Braytin e. Hûn dixwazin em bi hev ra nepenîyan çareser bikin? Em dikarin ji xwe ra bibêjin Koma Kelecanê.	Sorry. My name is Inid Braytin. Do you want us to solve mysteries together? We can call ourselves the Kelecan Group.
Ez ji niha ve pirtûkxaneyê dibînim!/Ez ji vê derê pirtûkxaneyê dibînim!	I can see the library from now!/I can see the library from here!
Perava Revokan! Ez hatim vir jî.	Revokan Beach! I came here too.
Te xwe pir baş veşartibû. Ez jî dixwazim xwe wekî te veşêrim.	You hid yourself very well. I want to hide like you.
Heyv gelekî ronî ye, dibe ku nû hatibe cîlakirin.	The moon is very bright, it may have just been waxed.
Belkî em bikarin bêyî darikê bisêhr kîvroşkan vegerînin nava şewqeyê.	Maybe we can bring the birds back into the glow without a magic wand.
Na, bizane ku ez ne pel im!	No, know that I am not a leaf!
Belkî divê em bi hev ra pif bikin.	Maybe we should whisper together.
Himm ‘Holika Tirsnak’… ‘Xanîyê Lanetkirî’… Aha! Şatoya Bixof!	Hmmm 'Hole of Horrors'... 'House of Cursed'... Aha! Scary Castle!
Min pîsîkekê bê ken dîtibû, lê min kenê bê pisîk neditîbû!	I have seen a cat without a smile, but I have never seen a smile without a cat!
Ez dibêjim qey serê me gêj dibe, Pug. Lê divê em bidomînin…	I think we're going crazy, Pug. But we must continue...
Êdî em dê çawa bizanin bê kaptan kî ye?	Now how will we know who is the captain?
Gelo ew tiştê ku ji bo min pir taybet bû çi ye?	What is it that was so special to me?
Na. Na. Ji kerema xwe nebêje!	Are you here. Are you here. Please don't tell!
Hema hema… hew maye…	Almost... there's more left...
Lê tu niha nikarî min bibînî, Seg.	But you can't see me now, Seg.
Tu amade yî?	are you ready
Wîîî… Dinya li dora min digere!	Wow... The world revolves around me!
Mişkên pirtûkxaneyê yên nehs.	Nine library mice.
Mişk ji lîstika veşartokê hez dikin. Lê Seg? Seg ji pirtûkan hez dike.	Mice love to play hide and seek. But Seg? Seg loves books.
Lê binêre, Seg. Pir xweş e!	But look, Seg. A lot of fun!
Min ji wê pirtûkê pir hez kir.	I really liked that book.
Na? Hokus Pokus!	Are you here? Hocus Pocus!
Ooo! Kamûflaj!	Ooo! Camouflage!
Himm. Li dora çavekê wî Pugî xelekek heye.	Hmm. That Pug has a ring around one eye.
Tu dikarî herî qada lêkirinê!	You can make the most of the installation area!
Himm! Hechecîk… Hilûtirşik… hih! Hunermend!	Hmm! Hilarious... Hilutirshik... hih! Artist!
Xeman nexwe. Dedektora min dikare her tiştî bibîne!	Don't worry. My detector can find everything!
Seg! Were vir!	seg! Come here!
Bireve Seg. Bireve!	Run Seg. Run away!
Bi min ew têra xwe ewle ye... hevalê min Pug dê nîşanî te bide.	I think it's safe enough... my friend Pug will show you.
Ew ne dêw e, ne çûk e, ne masî ye.	He is not a giant, not a bird, not a fish.
Ew şopên pêyan zêde mezin in.	Those footprints are too big.
Ev pirtûk li ser lêkirin û tamîrkirina tiştan e, Pug. Û navê wê -	This book is about fixing and repairing things, Pug. And her name -
Ji min ra pîzayeka bisalam bişînin. (kenîn) Xweş… dixuye.	Send me a healthy pizza. (laughs) Nice… sounds like that.
Ew pir enerjîk e.	He is very energetic.
Tiştanoka sêyem.	The third item.
Çavên xwe baş vekin. Ew cinawir dibe ku li van deran be.	Open your eyes well. That monster might be around here.
Ji bo çêkirina bên tiştek lazim e.	Something is needed to make them.
Hêvîdar im ku hûn bibînin, dema çayê ye. Lê dilê min naçe tiştekî. Dilê min naçe şîranîya jole û kremayê jî.	I hope you see, it's tea time. But my heart doesn't go to anything. My heart doesn't go to jelly and cream sweets either.
Silav, ez jî Pênûsa Bisêr im.	Hi, I'm Penusa Biser.
Ez dizanim ku Profesor zalim e. Ah! Lê ew ne yekî xerab e. Hii! Ew bi tenê mirovek e û tiştên nû hişê hemû mirovan ji serê wan dibin. Aaaa!	I know the Professor is cruel. Ah! But he is not a bad one. Hey! He is only a human being and new things are on everyone's minds. Aaah!
Ev der hate bîra min!	I remembered this place!
Ez Zangoç im. Ez nêçîrvan im. Ez dixwazim nêçîra Segmarê bikim. Hûn dê alî min bikin?	I am Zangoç. I am a hunter. I want to hunt Segmar. Will you help me?
‘Segmarê bi beşişîn got, ev der bi tûmî li gor Zangoçekî ye. Piştra wê heta dehan hejmart û wan heta dawîya hefteya çûyî bi lîstika veşartokê lîst û careka din wan nêçîr nekir. ,	'Segmar said with a smile, this place is completely according to Zangoçeki. Then she counted to ten and they played hide and seek until the end of last week and never hunted again. ,
De were Seg, dora derbasbûnê êdî ya me ye…	Come on Seg, it's our turn to pass...
We dizanî ku konserve çil û pênc salan berî vekiroxa konserveyan hatîye îcadkirin	Did you know that canning was invented forty-five years before the can opener?
Pirtûka Mezin ya Tiştanokan e.	The Big Book of Tishtanok.
Oh Ho….Oh Li min binêrin. Ez derbas bûm!	Oh Ho….Oh Look at me. I passed!
Hêvîdar im her kes şêwaza min ya nû biecibîne.	I hope everyone likes my new style.
Em daketin!	We went down!
Peh navê min e.	Peh is my name.
Tu bêrîya tu tiştî nakî?	Don't you miss anything?
Bi muzîkê!	With music!
Li vê ecêbê! Nexwe qey min rûpelê şaş yê pirtûka Çîrokan vekirîye.	In this wonder! I think I have opened the wrong page of the book of stories.
Eyq! Ev tiştê genî pir şemitokî ye!	Hey! This genius thing is so slippery!
Oo, ez ji qeraxa deryayê hez dikim, Seg. Ka best enîfiroş li ku ye?	Oh, I love the beach, Seg. Where is the best grocery store?
Min ji wê pirtûkê pir hez kir.	I really liked that book.
Himm… Çi balkêş e!	Hmmm… How interesting!
Divê ez bikim ku ev tişt bi her du alîyan da here.	I have to make this go both ways.
Rêzan çi ye?	What is the line?
Seg, mişk dikarin dansê dikin. Divê ez dîskoyekê vekim!	Seg, mice can dance. I have to open a disco!
Kîvroşka Şîrîn!	Sweet Rabbit!
Te don anî?	Did you bring donuts?
K-k-k-ka li mişkên pirtûkxaneyê binêre.	K-k-k-ka look at the library mice.
Êdî em li ser nepenîya kurikên winda bêhtir tiştan dizanin.	Now we know more about the mystery of the missing boys.
Booo!!	Booo!!
(kenîn) Erê lo, pir hêsan bûye. Ez ji bo çareserkirina nepenîyê li her dera Londonê gerîyam, lê ew li ber pozê min bûye.	(laughter) Yes, it's very easy. I've been all over London trying to solve the mystery, but it's right under my nose.
Gelekî kelecanî dixuye, Pug.	Sounds like a lot of fun, Pug.
Her bijî! We bi tiştanokê derxist.	Long live! You came out with something.
Min maketeka tevahîya dinyayê ya berî pênc hezar salan çêkir, lê ez dibêjim qey min pîramît xelet çêkirine.	I made a model of the entire world five thousand years ago, but I think I made the pyramids wrong.
Mmmmmm! Jole û krema…	Mmmmm! Jelly and cream...
De lê bixe, yek du, yek du sê çar…	Hit it, one two, one two three four...
Ji bo ku tu wan ji bîr nekî! Ka hêdî – nexwe em beşa tevgerên xwe yên duh bixwînin û hîn bibin bê ev perîk ji ku hatîye?	So that you don't forget them! Why don't we read the part of our actions yesterday and learn where this wig came from?
Û penguena ku gelekî dicemidî, careka din hew cemidî. Ji ber ku wê hertim xwe ji gir berdida jêr û ew germ dibû.	And the penguin that was freezing, froze again. Because she always jumped down from the hill and it got hot.
Ez fam nakim, Seg. Kimîl Çima nehat şahîya xwe?	I don't understand, Seg. Why didn't Kimil come to his party?
Yarîgeha we xweş xuya dike. Ew ya te ye, Canîs?	Your yard looks great. Is that yours, Canis?
Pîrika bipirç û tirsnak, ez aniha têm jêr!	Scary old woman, I'm coming down now!
Weyla! Em jî bûn rastî û Meselo dixwazin me jî bixin qutîyan!	Wow! We were the truth and Meselo wants to put us in the boxes!
Lê ez têra xwe ne wêrek im ku hevalên nû çêbikim.	But I am not brave enough to make new friends.
Pug bi tirsên xwe ra hevrû dibe. Û…	Pug faces his fears. And…
Tu baş dizanî ku ev tiştê ecêb rast e yan na, Pug?	Do you know if this strange thing is true or not, Pug?
Wîîîî! Çi bi te hat, Pug?	Whoa! What happened to you, Pug?
Em jî herin kampê?	Shall we go camping too?
Îcar çû ji min da.	So he went and gave it to me.
Dê bidome…	To be continued…
Pug, tu dikarî wêneyekê min bigirî? ji bo berga paş ya pirtûka min e.	Pug, can you take a picture of me? for the back cover of my book.
Xeman nexwe Pug. Ez dê te bibînim.	Don't worry Pug. I will see you.
Bavo dê çawa bi ewlehî vegere!?	How will dad get back safely!?
Hûdînî? Navdartirîn sêhrbazê dewr û deman?	Houdini? The most famous magician of all time?
Yek… du… sê!	One... two... three!
Pir baş e!	In charge!
Dengê bi vî rengî qet ne baş in.	Sounds like this are never good.
Ev dema razanê ya Lî û Belayê ye. Divê tu pirtûkê bixwînî.	This is Li and Bella's bedtime. You should read the book.
Babûnê Berî Razanê û Heyv e.	The Wind is Before Bedtime and the Moon.
Binêre! Li vir jî ew şop hene! Hiii!	Look! Here are the tracks! Hiii!
Mirov carinan dixwaze ji qesrê bireve û ji xwe ra bi azadî bibeze.	People sometimes want to escape from the palace and run freely.
Li vê ecêbê! Robotê min jî zindî bû!	In this wonder! My robot came alive too!
Reynard! Tod! Min ji we ra çi gotibû?	Reynard! Tod! What did I tell you?
Seg. Segmar çi ye gelo?	Sec. What is Segmar?
Seg û Pug, de ka em herin malê!	Seg and Pug, let's go home!
Di esilê xwe da çîrokeka xweş e.	It is actually a good story.
…ez xwe didim windakirin. Ji ber ku ez şermok im.	...I feel lost. Because I'm shy.
De em lihêfê raxin!	Let's make a deal!
Em bi hev ra xêz bikin?	Shall we draw together?
Ez pê hinekî wêrektir dibim.	I'm getting a little braver.
Ev der gelekî germ e, Seg. Em vegerin cihê xwe?	It's very hot here, Seg. Shall we return to our place?
Bi min ew dixwazin derbasî alîyê din bibin û gîyayê hêşîn yê li wî alî bixwin.	I think they want to cross over to the other side and eat the fresh grass on that side.
Ez li vir im.	I'm here.
Va ye roj hiltê, Bela.	Here is the sunrise, Bela.
Aqilek hat min! gelo hûn dikarin tasikek krema bidin, şahbanûyê?	I got an idea! could you have a bowl of cream, ma'am?
Nexwe em bi wê lîstikê bilizîn, Pug!	Let's play that game, Pug!
Tu birayekê/xwişkeka pir xerab î!	You are a very bad brother/sister!
Aaaa! Penîr. Penîr! Penîîîîîr! Eeeyq! Seg ji penîrî hez nakin.	Aaah! Cheese. Cheese! Piniiiir! Eeeyq! Dogs don't like cheese.
Eger tu pif bikî şorbeyê, ew dê sar bibe, Pug.	If you blow on the soup, it will get cold, Pug.
Bi me ra ketîye pêşbazîyê!	Enter the race with us!
Ka wê dîsa bibêje!	Let her say it again!
Pir balkêş e. Gelo ew tê çi wateyê?	It is very interesting. What does it mean?
Lê tu kes nehat pirtûkxaneyâ wî.	But no one came to his library.
Xwe ji ber me bide alî, zinaro.	Stand aside for us, rock.
Zêde nelebite!	Don't push too hard!
Lê ew ji bo Deyv pir biçûk e. Dema ku em dikin bi hev ra bilîzin, ez tiştan xera dikim.	But it is too small for Dave. When we play together, I spoil things.
Bi min tu têra xwe bedew î, Doris.	I think you are beautiful enough, Doris.
Ez dibêjim qey ez ji wî karî ra jêhatî me.	I say that I am qualified for that job.
Pagil-Wagil. Pugil-Wagil. Pagil-Wa… Himm!	Pagil-Wagil. Pugil-Wagil. Pagil-Wa... Hmm!
Em herin ser nêrdewanê, Pug.	Let's go up the ladder, Pug.
A rast, jixwe ez bi tarîfên xwe yên nû têm nasîn…	Well, I'm already familiar with my new tariffs...
Xeman nexwe, Pug. Em di ewlehîyê da ne.	Don't worry, Pug. We are safe.
Hih! Ew cudahî tim li ber çavên te bûye, Pug. Tu ji min ne dirêjtir î. Tu kurttir î!	Hih! That difference has always been in front of you, Pug. You are not taller than me. You are shorter!
Herweha hin parçeyên pirê jî hêdî hêdî jê dikevin…	Also, some parts of the bridge are slowly falling apart...
Seg! Seg! Were alî min bike.	seg! seg! Come help me.
Silav, xortino!	Hello, guys!
Seg, pozê te razaye û ez bawer im her dera te jî razaye.	Seg, your nose is asleep and I'm sure you're sleeping everywhere.
Malî ava, Doris!	Housewife, Doris!
Off! Eger ew hertim xwe kamûfle bike, ez dê çawa wêneyê wî bigirim?	Off! If he always camouflages himself, how will I take his picture?
Kaptanîya wî ya cara dawî jî pir xerab bû, ez mecbûr mam ku keştîyê bi dest bixim.	His captaincy last time was very bad, I had to win the ship.
Nexwe ji bo pêşbazîyê alîkarîya te divê.	Otherwise, your help is needed for the competition.
Em dê bikin ku tu rehet bibî, Seg.	We'll make you comfortable, Seg.
Şelpan lê didî?!!	Are you hitting it?!!
Yan jî Doktor Bedê pisporê xweguhertinê ye!	Or Doctor Bede is a self-transformation expert!
Çi tiştekê ecêb e!	What a wonderful thing!
(helkehelk)	(hell)
Gog nasekineeeee!	The ball doesn't stop!
Ya rast me dixwast ku em we vexwînin çaya berêvarê.	Actually, we wanted to invite you to the previous tea.
Ewqasî netirse, Pug. Dilekê min dibêje ku dawîya vî tiştî xweş e.	Don't be so scared, Pug. My heart says that this has a happy ending.
Hii… raweste, Pug. Bi min ew ne fikreka baş e…	Hii… stop, Pug. I don't think it's a good idea...
Tiştekê ku ji te ra lazim e.	Something you need.
Ew gurê birçî dê careka din belaya xwe nefiroşe te.	That hungry wolf will never sell you his trouble again.
Dibe ku li dikanê pirtûkek hebe ku çend fikrên din bide te, Pug?	Maybe there's a book in the store that might give you some more ideas, Pug?
Ez pir kelecanî me.	I am very excited.
Ka hêdî! Eger hûn birçî ne, ez dê sandwîça xwe bi we ra parve bikim. Ez tu caran bêyî tiştekê xwarinê nadim rêyan.	Slow down! If you are hungry, I will share my sandwich with you. I never give food to the road without something.
Himm çi ecêb e. Bi ya te ev deng bi rastî dişibe dengê cinawirekî, Pug?	Hmmm what a surprise. Do you think this sound really sounds like a monster, Pug?
Pirtûkên li vê derê bi min qet xerîb nayên.	The books here are not strange to me at all.
Yan jî em dikarin bistrên û dansê bikin. Carinan mirov di zivistanê da dema ku pir dicemidin wisa dikin. Brrrrrrrr!	Or we can sing and dance. Sometimes people do this in winter when it is very cold. Brrrrrrr!
Muzîka panîkê lê dide.	Panic music plays.
Ew kî ye dixwaze di ser pira min ra here?!	Who is he who wants to climb on my bridge?!
Lê me hêvî dikir ku…	But we hoped that…
Tu bixwazî, tu dikarî biçî Seg.	If you want, you can go to Seg.
Merlîn? Çima serê carê ew sêrbaz ji vir direve? Merlîn!!!	Merlin? Why does that witch run away from here every now and then? Merlin!!!
Pug, Babûna Xewê divê li nêzîkê van deran be.	Pug, Sleeping Father should be near these places.
Himm, li vê ecêbê!	Hmmm, at this wonder!
Wê rojê min keşfa xwe ya herî mezin kir. Min robotek çêkiribû ku efûkirin hînî xwe kiribû. Dawî.	That day I made my biggest discovery. I built a robot that taught itself to forgive. The end.
Keştîya fezayê ji bo rêwîtîya dinyayê amade ye.	The spaceship is ready to travel around the world.
Ka em herin cihekê hinekî rehet.	Let's go somewhere a little more comfortable.
Na na na. Her kes wisa dibêje. Ez Hû… Dînî me.	No no no Everyone says so. I'm Hu... Religious.
Min Pisîkê Çeşirê nedît, lê dema ku lê digerîyam hestekê ecêb bi min ra çêbû.	I didn't see the Cheshire Cat, but I had a strange feeling when I was looking for it.
Di gera me da te xwe kir segekê baş, Pug. Êdî tu dikarî li kêfa xwe binêrî.	You've been a good dog on our trip, Pug. Now you can enjoy yourself.
Min xanîyên lanetkirî bihîstin, lê mişkên lanetkirî nebihîstin!	I heard the cursed houses, but not the cursed rats!
Segmarrr. Segmar.	Segmarrr. Segmar.
Ji cihê xwe qet nelebitin. Ez dê wêneyê we xêz bikim.	Never move from your place. I will draw your picture.
